,Open,neg,neu,pos,compound,label
571,25.34,0.047,0.833,0.12,0.5267,1
572,25.530001,0.039,0.874,0.087,0.6808,0
573,25.82,0.111,0.826,0.063,-0.7096,0
574,25.98,0.1,0.744,0.155,0.1779,1
575,26.17,0,1,0,0,0
576,26.190001,0.065,0.879,0.056,-0.2263,0
577,25.459999,0.125,0.79,0.085,-0.7506,0
578,25.1,0.069,0.904,0.027,-0.7311,0
579,25.540001,0,0.894,0.106,0.4497,1
580,25.559999,0.052,0.948,0,-0.357,1
581,25.74,0.091,0.57,0.339,0.7717,1
582,26.459999,0.06,0.836,0.103,0.8517,1
583,26.549999,0,0.924,0.076,0.5106,0
584,25.6,0,0.949,0.051,0.5499,1
585,25.85,0.031,0.832,0.137,0.8918,1
586,26.07,0,0.952,0.048,0.34,0
587,25.799999,0.027,0.875,0.098,0.652,1
588,25.65,0.107,0.772,0.121,0.7184,0
589,25.280001,0,1,0,0,0
590,24.959999,0.096,0.792,0.112,0.3818,0
591,24.530001,0,0.764,0.236,0.8053,1
592,24.85,0.064,0.823,0.113,0.1531,0
593,24.209999,0.034,0.828,0.137,0.8481,0
594,24.35,0.021,0.792,0.187,0.9344,1
595,24.68,0,1,0,0,1
596,24.99,0.101,0.803,0.096,0.1779,0
597,24.049999,0,1,0,0,0
598,23.889999,0.039,0.922,0.039,0,1
599,23.9,0.093,0.882,0.026,-0.8126,1
600,24.01,0.012,0.947,0.041,0.6187,0
601,23.790001,0,0.755,0.245,0.8434,1
602,23.75,0.047,0.858,0.094,0.296,1
603,24.52,0,0.938,0.062,0.6124,1
604,24.440001,0.161,0.729,0.109,-0.4588,1
605,24.23,0,0.945,0.055,0.5994,1
606,25.299999,0,1,0,0,1
607,25.74,0.08,0.72,0.199,0.5106,1
608,25.93,0.088,0.852,0.059,-0.5719,1
609,25.969999,0.066,0.749,0.184,0.9068,1
610,26.540001,0.05,0.95,0,-0.2263,1
611,26.620001,0,0.584,0.416,0.9552,1
612,26.6,0.06,0.802,0.138,0.4404,1
613,26.620001,0.071,0.826,0.103,0.1779,0
614,26.629999,0.073,0.899,0.028,-0.7501,0
615,27.280001,0.048,0.891,0.061,0.0129,0
616,27.040001,0.172,0.704,0.125,-0.8402,1
617,27.26,0.023,0.892,0.085,0.7841,1
618,27.82,0.189,0.778,0.033,-0.9313,1
619,27.51,0.08,0.87,0.049,-0.8124,0
620,26.530001,0,0.883,0.117,0.8658,0
621,25.969999,0,1,0,0,0
622,24.950001,0.054,0.804,0.142,0.6124,0
623,25.129999,0,1,0,0,0
624,25.219999,0.117,0.767,0.115,-0.3506,1
625,25.25,0.051,0.892,0.058,0.308,0
626,24.41,0,1,0,0,0
627,24.42,0.081,0.847,0.072,-0.5267,0
628,24.030001,0,0.861,0.139,0.8126,1
629,25.08,0.026,0.872,0.102,0.8968,0
630,25.530001,0.048,0.764,0.188,0.8555,1
631,26.290001,0.035,0.77,0.195,0.8807,1
632,25.780001,0,1,0,0,1
633,25.690001,0.141,0.859,0,-0.802,1
634,26,0,0.895,0.105,0.6486,1
635,25.92,0,0.777,0.223,0.8955,1
636,26.73,0,0.977,0.023,0.1154,1
637,26.799999,0,0.907,0.093,0.5574,1
638,27.309999,0.11,0.782,0.108,-0.0414,0
639,25.299999,0.118,0.79,0.092,-0.1796,0
640,24.9,0.092,0.859,0.049,-0.5719,1
641,25.98,0.037,0.821,0.142,0.946,0
642,25.200001,0.078,0.922,0,-0.296,0
643,24.299999,0.041,0.883,0.077,0.4835,1
644,25.9,0.06,0.84,0.1,0.5684,1
645,26.34,0.038,0.89,0.072,0.5719,0
646,26.860001,0.042,0.764,0.193,0.7717,1
647,27.18,0.083,0.765,0.153,0.3182,0
648,27.309999,0,1,0,0,0
649,27.370001,0,0.77,0.23,0.9239,0
650,27.15,0.139,0.792,0.069,-0.7717,1
651,27.059999,0,0.936,0.064,0.6249,1
652,27.030001,0,1,0,0,0
653,27.139999,0.026,0.919,0.055,0.3818,0
654,26.76,0,0.893,0.107,0.34,0
655,26.379999,0,0.904,0.096,0.8225,0
656,26.209999,0.118,0.826,0.056,-0.6249,1
657,26.59,0,0.864,0.136,0.8481,0
658,26.469999,0,1,0,0,0
659,26.879999,0.066,0.882,0.052,-0.0772,0
660,26.559999,0.069,0.931,0,-0.5267,1
661,26.01,0,0.837,0.163,0.7761,0
662,25.48,0,0.938,0.062,0.4939,0
663,24.889999,0,0.929,0.071,0.6124,0
664,24.379999,0.117,0.883,0,-0.7156,0
665,24.940001,0.071,0.905,0.024,-0.3612,0
666,25.370001,0,0.935,0.065,0.4215,1
667,25.559999,0,0.975,0.025,0.2884,0
668,25.780001,0.023,0.903,0.073,0.6249,0
669,25.67,0.09,0.774,0.136,0.9031,0
670,25.48,0,0.942,0.058,0.5632,0
671,25.52,0.049,0.862,0.089,0.3612,1
672,25.719999,0,0.925,0.075,0.2732,0
673,25.67,0,1,0,0,1
674,25.860001,0.088,0.762,0.15,0.7269,1
675,25.82,0.043,0.836,0.121,0.93,0
676,25.91,0.056,0.863,0.081,0.4019,1
677,25.950001,0.035,0.831,0.134,0.926,1
678,27.530001,0,1,0,0,1
679,27.93,0,0.928,0.072,0.5267,0
680,27.93,0.173,0.771,0.056,-0.8481,1
681,28.4,0.115,0.817,0.068,-0.4019,0
682,28.16,0,0.94,0.06,0.5927,0
683,29.469999,0.045,0.898,0.057,0.1027,0
684,29.610001,0.079,0.691,0.229,0.624,0
685,29.450001,0.088,0.857,0.055,-0.1779,0
686,28.969999,0.065,0.935,0,-0.6597,1
687,29.9,0,0.945,0.055,0.34,1
688,30.040001,0,1,0,0,1
689,30.26,0.1,0.846,0.054,-0.2732,1
690,30.68,0.059,0.912,0.029,-0.296,1
691,30.629999,0,0.975,0.025,0.34,0
692,30.33,0.085,0.812,0.102,0.34,0
693,30.309999,0.127,0.829,0.044,-0.4588,1
694,31.18,0.108,0.625,0.267,0.4215,1
695,31.48,0,1,0,0,0
696,31.41,0.065,0.851,0.083,0.25,1
697,31.889999,0,1,0,0,0
698,32.310001,0,1,0,0,0
699,32.009998,0.065,0.867,0.068,-0.5499,0
700,31.67,0,0.963,0.037,0.1779,1
701,32.040001,0.053,0.827,0.12,0.5588,0
702,31.969999,0.095,0.769,0.136,0.1531,1
703,32.790001,0.021,0.886,0.093,0.8442,1
704,32.540001,0.052,0.814,0.134,0.3612,0
705,32.099998,0.052,0.948,0,-0.4767,0
706,31.959999,0.06,0.688,0.252,0.7717,0
707,32.099998,0,1,0,0,0
708,32.650002,0,0.805,0.195,0.7003,0
709,32.52,0.068,0.932,0,-0.296,0
710,32.060001,0,0.895,0.105,0.8442,1
711,32.400002,0,0.94,0.06,0.5267,0
712,32.16,0.069,0.897,0.034,-0.4678,0
713,31.66,0.136,0.824,0.04,-0.6908,0
714,31.219999,0.04,0.861,0.099,0.8012,0
715,31.059999,0.095,0.818,0.087,-0.3182,0
716,30.48,0.089,0.812,0.099,0.4215,1
717,30.889999,0,1,0,0,0
718,30.99,0.114,0.886,0,-0.743,1
719,31.280001,0.152,0.771,0.077,-0.6908,0
720,31.129999,0,1,0,0,0
721,32.150002,0.129,0.802,0.069,-0.8686,1
722,32.209999,0.031,0.874,0.095,0.9184,0
723,31.92,0.098,0.769,0.133,0.0516,1
724,32.119999,0,0.849,0.151,0.802,0
725,31.98,0.029,0.798,0.173,0.9442,1
726,32.049999,0.036,0.834,0.129,0.6908,0
727,31.879999,0,0.945,0.055,0.4871,0
728,31.450001,0.218,0.711,0.071,-0.7003,0
729,30.700001,0.049,0.88,0.071,0.3464,0
730,30.48,0.074,0.871,0.055,-0.335,1
731,30.190001,0.05,0.914,0.036,-0.1073,1
732,30.690001,0.056,0.919,0.026,-0.34,1
733,30.639999,0.091,0.785,0.124,0.3818,0
734,29.99,0,0.9,0.1,0.743,0
735,29.790001,0.022,0.795,0.183,0.9836,0
736,29.1,0.106,0.845,0.049,-0.6124,1
737,29.35,0.072,0.779,0.149,0.7964,0
738,29.16,0.07,0.811,0.119,0.5647,0
739,29.200001,0.128,0.738,0.134,0.2006,0
740,29.35,0.051,0.873,0.076,0.2023,0
741,29.299999,0,0.926,0.074,0.6757,0
742,28.620001,0.11,0.826,0.064,-0.7717,0
743,28.51,0.089,0.866,0.045,-0.6908,0
744,28.879999,0,0.883,0.117,0.5423,1
745,29.209999,0,1,0,0,1
746,29.73,0.062,0.866,0.072,0.6067,0
747,29.33,0.036,0.864,0.1,0.5126,1
748,29.99,0.016,0.91,0.073,0.7908,0
749,30.190001,0,1,0,0,1
750,30.959999,0,0.903,0.097,0.4019,0
751,30.299999,0,1,0,0,1
752,30,0.017,0.893,0.09,0.8253,1
753,30.190001,0,0.836,0.164,0.7269,0
754,29.98,0.049,0.905,0.046,0.1901,0
755,30.450001,0.053,0.947,0,-0.3182,1
756,30.23,0.139,0.801,0.061,-0.9022,1
757,30.59,0.056,0.826,0.117,0.8321,1
758,30.610001,0,1,0,0,0
759,29.15,0.025,0.942,0.032,-0.09,0
760,28.76,0,1,0,0,1
761,29.639999,0.018,0.842,0.141,0.9186,1
762,29.6,0.017,0.798,0.185,0.9437,1
763,31,0.103,0.829,0.069,-0.4117,0
764,29.57,0,0.897,0.103,0.8705,0
765,29.24,0.216,0.73,0.053,-0.7783,0
766,29.24,0.1,0.741,0.16,0.5574,0
767,29.23,0.016,0.928,0.056,0.7125,0
768,29.75,0.085,0.832,0.083,-0.0258,0
769,29.48,0,0.959,0.041,0.3612,0
770,29.209999,0.101,0.865,0.033,-0.5994,0
771,29.530001,0.141,0.763,0.096,-0.4019,1
772,30.07,0,0.787,0.213,0.7964,1
773,30.209999,0,0.803,0.197,0.6597,1
774,30.5,0.086,0.813,0.1,0.5719,0
775,30.35,0.049,0.925,0.026,-0.2732,1
776,30.360001,0.056,0.845,0.098,0.611,1
777,30.92,0,0.868,0.132,0.8481,0
778,30.82,0.042,0.958,0,-0.4019,0
779,30.59,0.066,0.762,0.172,0.9325,0
780,30.389999,0.233,0.767,0,-0.6908,0
781,30.25,0,1,0,0,1
782,30.700001,0.036,0.829,0.135,0.7351,0
783,30.530001,0.025,0.808,0.167,0.9876,0
784,30.450001,0,1,0,0,0
785,30.5,0,0.935,0.065,0.6705,1
786,31.040001,0.097,0.781,0.122,-0.0038,0
787,30.940001,0.067,0.766,0.166,0.411,0
788,31.190001,0.041,0.885,0.074,0.4717,1
789,31.43,0.142,0.812,0.046,-0.6249,0
790,30.950001,0.072,0.882,0.046,-0.2144,0
791,29.75,0,1,0,0,1
792,29.969999,0.105,0.895,0,-0.4019,1
793,29.639999,0.021,0.953,0.025,0.1027,1
794,29.15,0.039,0.923,0.039,0,0
795,29.299999,0.041,0.959,0,-0.0644,1
796,29.049999,0.13,0.839,0.03,-0.9524,0
797,28.73,0.091,0.909,0,-0.4767,0
798,28.16,0,0.799,0.201,0.9442,0
799,28.190001,0.089,0.781,0.13,0.5423,0
800,27.860001,0,0.913,0.087,0.7783,1
801,28.84,0.035,0.762,0.203,0.9584,1
802,29.59,0,0.784,0.216,0.8885,0
803,29.530001,0.036,0.846,0.118,0.4939,0
804,28.940001,0,0.833,0.167,0.7003,0
805,27.24,0,0.936,0.064,0.2144,0
806,26.67,0.212,0.696,0.092,-0.765,0
807,26.709999,0.055,0.867,0.078,0.2023,1
808,27.540001,0.037,0.848,0.115,0.4767,0
809,27.110001,0.044,0.886,0.071,0.4767,0
810,26.379999,0.098,0.761,0.14,0.4939,1
811,26.559999,0.03,0.874,0.096,0.8225,1
812,27.110001,0,1,0,0,0
813,26.790001,0.123,0.877,0,-0.4215,1
814,27.690001,0,0.785,0.215,0.8176,0
815,27.450001,0.081,0.919,0,-0.296,0
816,27.200001,0.191,0.73,0.079,-0.5385,0
817,27.030001,0,0.924,0.076,0.1154,0
818,26.709999,0,1,0,0,0
819,27.25,0.019,0.807,0.173,0.8834,1
820,26.77,0.194,0.806,0,-0.8625,0
821,26.75,0.105,0.814,0.081,-0.1779,0
822,26.49,0,1,0,0,1
823,26.83,0.113,0.678,0.209,0.5859,1
824,27.15,0,1,0,0,0
825,27.1,0.032,0.84,0.128,0.7425,1
826,27.299999,0,0.896,0.104,0.8496,0
827,27.200001,0,1,0,0,1
828,27.58,0.071,0.652,0.277,0.9209,1
829,27.82,0,0.9,0.1,0.4767,1
830,28.01,0.07,0.818,0.112,0.34,0
831,27.790001,0.168,0.832,0,-0.872,0
832,27.870001,0.03,0.765,0.205,0.9259,0
833,27.620001,0,1,0,0,0
834,27.35,0.074,0.789,0.138,0.5859,1
835,27.65,0,0.917,0.083,0.6249,1
836,27.92,0.075,0.764,0.161,0.6249,1
837,27.74,0,0.943,0.057,0.3071,0
838,27.969999,0.059,0.84,0.101,0.6694,0
839,27.379999,0.028,0.94,0.032,0.0772,0
840,27.879999,0,0.77,0.23,0.9274,0
841,27.719999,0.031,0.879,0.089,0.5984,1
842,27.85,0,0.846,0.154,0.802,1
843,28.209999,0.098,0.769,0.133,0.2732,0
844,28.110001,0.019,0.845,0.136,0.9714,1
845,27.940001,0,1,0,0,0
846,27.84,0.142,0.858,0,-0.8074,1
847,27.870001,0.061,0.939,0,-0.5106,1
848,28,0,0.867,0.133,0.743,1
849,28.030001,0.154,0.708,0.138,-0.128,1
850,28.120001,0.212,0.757,0.031,-0.875,1
851,28.34,0.107,0.815,0.078,-0.4019,0
852,28.190001,0.043,0.851,0.106,0.7618,1
853,28.299999,0,0.969,0.031,0.0525,0
854,28.139999,0.081,0.919,0,-0.4404,1
855,28.639999,0,1,0,0,0
856,28.75,0.014,0.957,0.029,0.2263,0
857,28.389999,0.046,0.897,0.057,0.1596,1
858,28.219999,0.11,0.89,0,-0.1531,1
859,28.73,0,0.744,0.256,0.8402,1
860,29.57,0.089,0.842,0.069,-0.1531,1
861,28.85,0.086,0.744,0.17,0.4215,0
862,28.9,0,0.862,0.138,0.4939,1
863,28.85,0.022,0.824,0.154,0.8402,0
864,29.620001,0.074,0.859,0.067,-0.4404,1
865,30.299999,0.068,0.869,0.063,-0.0516,1
866,30.700001,0,0.923,0.077,0.2732,0
867,31.709999,0.082,0.866,0.052,-0.7691,1
868,31.9,0.07,0.879,0.052,-0.1779,0
869,31.799999,0.038,0.902,0.061,0.4321,1
870,32.93,0,0.933,0.067,0.4588,0
871,32.630001,0,0.906,0.094,0.4767,1
872,33.419998,0.106,0.894,0,-0.3612,1
873,33.650002,0.073,0.887,0.04,-0.3612,0
874,32.849998,0.027,0.896,0.077,0.4939,0
875,32.669998,0,0.799,0.201,0.9062,1
876,32.610001,0.112,0.706,0.182,0.6599,1
877,33.639999,0,0.92,0.08,0.2732,1
878,34.130001,0,0.832,0.168,0.7096,1
879,34.73,0.028,0.862,0.11,0.7574,1
880,35.099998,0,0.986,0.014,0.0772,0
881,34.790001,0.021,0.876,0.103,0.8271,0
882,33.919998,0.129,0.807,0.064,-0.5106,1
883,34.419998,0,0.887,0.113,0.5106,1
884,34.849998,0.047,0.875,0.077,0.2617,1
885,34.82,0,1,0,0,1
886,34.599998,0.067,0.91,0.022,-0.4588,1
887,35.25,0,1,0,0,1
888,35.049999,0.056,0.792,0.153,0.8928,0
889,35.139999,0.099,0.821,0.081,-0.5106,0
890,34.549999,0.113,0.848,0.039,-0.6652,0
891,34.689999,0.02,0.962,0.018,-0.0258,1
892,34.970001,0.097,0.903,0,-0.4215,1
893,34.259998,0.024,0.932,0.044,0.34,0
894,34.119999,0.031,0.969,0,-0.2263,1
895,34.75,0.052,0.898,0.05,-0.0129,0
896,34.34,0.08,0.796,0.124,0.4215,1
897,35.580002,0,0.879,0.121,0.9349,1
898,36.009998,0.049,0.79,0.162,0.8074,1
899,36.34,0.062,0.834,0.104,0.4767,0
900,32.400002,0.156,0.796,0.048,-0.875,0
901,32.040001,0,0.74,0.26,0.8591,0
902,31.620001,0.086,0.764,0.15,0.4215,0
903,31.26,0.168,0.606,0.226,0.1779,1
904,31.690001,0,1,0,0,1
905,32.240002,0.024,0.863,0.113,0.8625,1
906,32,0,0.805,0.195,0.9531,0
907,31.790001,0,0.958,0.042,0.4019,1
908,35.169998,0.082,0.709,0.21,0.8613,0
909,34.400002,0.137,0.863,0,-0.533,0
910,33.389999,0,0.906,0.094,0.4404,0
911,32.93,0,0.864,0.136,0.3182,1
912,31.75,0,1,0,0,1
913,31.389999,0.068,0.866,0.066,0.4019,0
914,31.1,0.061,0.795,0.144,0.5346,1
915,31.9,0.074,0.792,0.133,0.5719,1
916,32.57,0.079,0.861,0.06,-0.3182,1
917,32.720001,0.044,0.893,0.063,0.25,0
918,33.380001,0,1,0,0,0
919,33.419998,0.073,0.927,0,-0.296,0
920,32.990002,0,0.906,0.094,0.6249,1
921,33.41,0,0.817,0.183,0.743,0
922,32.540001,0.064,0.809,0.128,0.128,1
923,32.490002,0.167,0.833,0,-0.6808,1
924,32.639999,0.215,0.706,0.08,-0.8316,1
925,33,0,0.882,0.118,0.8354,1
926,33.349998,0.101,0.792,0.106,0.0516,1
927,33.880001,0.109,0.81,0.081,-0.0516,0
928,33.599998,0.06,0.846,0.094,0.4939,0
929,33.310001,0,0.951,0.049,0.4927,0
930,33.07,0,0.909,0.091,0.4005,0
931,33.68,0,0.862,0.138,0.4939,1
932,33.900002,0,1,0,0,1
933,34.599998,0.053,0.871,0.076,0.2732,1
934,34.450001,0.048,0.849,0.103,0.7096,1
935,34.98,0.04,0.938,0.023,-0.25,1
936,35.02,0,0.862,0.138,0.8271,0
937,34.349998,0,0.815,0.185,0.765,0
938,35.880001,0.023,0.919,0.059,0.4215,0
939,35.529999,0.013,0.898,0.088,0.6387,1
940,35.669998,0,0.873,0.127,0.4939,0
941,35.59,0,0.916,0.084,0.5423,1
942,37.959999,0.043,0.845,0.112,0.6124,0
943,36.98,0.116,0.797,0.087,-0.0772,1
944,37.869999,0,0.897,0.103,0.4754,1
945,37.349998,0.042,0.864,0.094,0.4767,0
946,36.849998,0.174,0.674,0.152,-0.1027,0
947,37.27,0.087,0.789,0.125,0.5267,1
948,37.529999,0.043,0.931,0.026,-0.0772,1
949,37.57,0.085,0.845,0.07,-0.128,0
950,37.57,0.101,0.852,0.048,-0.3716,1
951,38.139999,0,1,0,0,1
952,38.849998,0,0.825,0.175,0.9169,0
953,38.419998,0.055,0.945,0,-0.2732,0
954,38.560001,0,1,0,0,1
955,38.610001,0.042,0.897,0.061,0.25,0
956,37.639999,0,0.853,0.147,0.5106,0
957,37.419998,0.09,0.817,0.093,0.3451,0
958,36.939999,0.058,0.868,0.074,0.0516,0
959,36.360001,0,1,0,0,1
960,37.200001,0,1,0,0,1
961,37.349998,0,1,0,0,0
962,36.849998,0,0.863,0.137,0.5574,0
963,35.880001,0.04,0.863,0.096,0.8201,0
964,35.900002,0,0.908,0.092,0.5267,1
965,34.73,0.057,0.855,0.088,0.296,1
966,35.900002,0,0.855,0.145,0.8176,1
967,36.689999,0,0.89,0.11,0.743,1
968,37.450001,0.095,0.777,0.129,0.5267,0
969,36.869999,0,0.914,0.086,0.4404,0
970,35.98,0,1,0,0,1
971,36.790001,0.051,0.826,0.124,0.4404,1
972,37.740002,0.08,0.869,0.051,-0.1531,0
973,36.970001,0.065,0.861,0.074,0.0772,0
974,35.799999,0.05,0.95,0,-0.4201,1
975,36.32,0,0.759,0.241,0.8201,1
976,36.880001,0,0.712,0.288,0.7964,1
977,37.389999,0.056,0.89,0.055,-0.2732,1
978,37.630001,0.059,0.865,0.076,0.1674,0
979,37.57,0.092,0.839,0.069,0.1531,1
980,37.939999,0,1,0,0,1
981,37.689999,0.035,0.926,0.039,0.0772,0
982,37.450001,0.048,0.902,0.051,0.0258,1
983,38.200001,0,1,0,0,1
984,38.279999,0.044,0.935,0.021,-0.2263,0
985,37.990002,0,0.812,0.188,0.7964,0
986,37.869999,0.125,0.82,0.056,-0.2732,1
987,38.419998,0.066,0.872,0.062,-0.296,0
988,38.259998,0,0.884,0.116,0.891,1
989,39.25,0,0.839,0.161,0.6908,1
990,40.66,0,1,0,0,0
991,40.48,0.052,0.631,0.317,0.8131,0
992,39.790001,0.071,0.853,0.076,0.0559,1
993,40.43,0.042,0.833,0.125,0.3818,1
994,41.150002,0.075,0.839,0.087,0.1027,1
995,41.290001,0.088,0.79,0.121,0.2023,0
996,41.25,0.035,0.965,0,-0.128,0
997,40.439999,0.049,0.907,0.044,-0.0516,0
998,39,0.04,0.96,0,-0.0772,1
999,39.110001,0,0.755,0.245,0.8442,1
1000,40.060001,0.152,0.818,0.03,-0.7845,1
1001,40.009998,0.012,0.85,0.139,0.9351,0
1002,39.959999,0.033,0.788,0.18,0.872,1
1003,40.290001,0,0.926,0.074,0.8603,0
1004,40.139999,0.042,0.922,0.036,-0.1027,1
1005,41.099998,0.07,0.738,0.192,0.9209,0
1006,40.240002,0.045,0.819,0.136,0.4215,0
1007,40.310001,0.038,0.759,0.202,0.962,0
1008,39.220001,0.023,0.844,0.132,0.8126,1
1009,39.34,0,0.938,0.062,0.7003,1
1010,39.740002,0.062,0.776,0.163,0.802,1
1011,40.09,0,0.812,0.188,0.4588,0
1012,39.669998,0.131,0.869,0,-0.7351,1
1013,39.68,0.035,0.879,0.086,0.4767,0
1014,39.799999,0.056,0.918,0.026,-0.3612,1
1015,40.369999,0.05,0.908,0.043,-0.25,0
1016,40.259998,0,0.951,0.049,0.6486,0
1017,40.139999,0.066,0.885,0.049,-0.2075,0
1018,40.450001,0,0.907,0.093,0.7865,1
1019,40.950001,0.22,0.636,0.144,-0.4215,0
1020,40.59,0.127,0.767,0.106,-0.1027,1
1021,40.810001,0,0.819,0.181,0.802,0
1022,41.57,0,0.754,0.246,0.8316,0
1023,41.73,0.082,0.881,0.037,-0.3818,1
1024,41.830002,0.076,0.787,0.138,0.296,0
1025,41.91,0.128,0.759,0.114,-0.1491,0
1026,41.98,0.058,0.836,0.107,0.5267,0
1027,41.700001,0,1,0,0,1
1028,42.509998,0.044,0.846,0.11,0.5041,1
1029,44.650002,0,0.93,0.07,0.5719,1
1030,44.560001,0,0.962,0.038,0.2023,1
1031,45.450001,0,0.903,0.097,0.8294,0
1032,44.93,0.076,0.891,0.033,-0.4939,0
1033,44.360001,0,1,0,0,0
1034,43.91,0,1,0,0,0
1035,43.380001,0,0.966,0.034,0.1603,0
1036,43.209999,0.045,0.866,0.089,0.2846,0
1037,42.970001,0.033,0.822,0.145,0.8442,1
1038,42.740002,0,0.789,0.211,0.8658,0
1039,42.84,0.157,0.8,0.042,-0.4872,1
1040,43.259998,0.11,0.782,0.108,-0.3079,0
1041,44.080002,0.06,0.792,0.148,0.9387,1
1042,44.580002,0,0.929,0.071,0.5106,1
1043,44.939999,0,0.783,0.217,0.3612,1
1044,45.34,0,1,0,0,0
1045,45.349998,0,1,0,0,0
1046,45.400002,0,1,0,0,0
1047,44.900002,0.16,0.737,0.103,-0.5106,0
1048,45.43,0.133,0.867,0,-0.5994,0
1049,45.110001,0.086,0.857,0.057,-0.2263,1
1050,46.470001,0.11,0.816,0.074,-0.4588,1
1051,46.82,0.034,0.902,0.063,0.296,1
1052,46.740002,0,0.958,0.042,0.0772,1
1053,46.389999,0.139,0.831,0.03,-0.5994,1
1054,46.259998,0.165,0.717,0.118,-0.3612,1
1055,47.299999,0,0.948,0.052,0.3612,0
1056,46.880001,0,1,0,0,0
1057,45.98,0,0.969,0.031,0.2263,1
1058,46.369999,0.048,0.952,0,-0.2382,0
1059,45.830002,0,0.802,0.198,0.8126,0
1060,45.98,0,1,0,0,1
1061,46.119999,0,0.868,0.132,0.7506,0
1062,46.5,0,0.844,0.156,0.8553,0
1063,45.599998,0,0.932,0.068,0.6808,0
1064,42.529999,0,0.865,0.135,0.8402,1
1065,43.200001,0,0.828,0.172,0.6369,1
1066,43.060001,0.121,0.864,0.014,-0.8689,1
1067,45,0.071,0.751,0.178,0.8047,0
1068,44.619999,0.023,0.856,0.121,0.7579,1
1069,46.32,0,0.868,0.132,0.9087,0
1070,46.939999,0.085,0.789,0.126,0.516,1
1071,47.860001,0,0.812,0.188,0.9001,1
1072,48.919998,0.153,0.732,0.115,-0.4215,0
1073,48.810001,0.025,0.927,0.047,0.296,1
1074,49.41,0,0.651,0.349,0.9729,1
1075,49.02,0,0.841,0.159,0.1779,0
1076,47.990002,0,1,0,0,0
1077,47.490002,0.442,0.558,0,-0.9595,1
1078,47.950001,0.139,0.833,0.028,-0.7783,0
1079,47.880001,0,0.912,0.088,0.4404,1
1080,48.389999,0.081,0.838,0.08,0.4497,1
1081,48.82,0.104,0.805,0.091,0.0387,0
1082,47.080002,0,0.87,0.13,0.8519,1
1083,46.779999,0,1,0,0,1
1084,47.200001,0.208,0.792,0,-0.765,0
1085,48.41,0,0.938,0.062,0.5106,0
1086,47.439999,0,0.933,0.067,0.3818,0
1087,46.369999,0,0.816,0.184,0.7269,0
1088,45.310001,0.252,0.686,0.062,-0.8225,1
1089,46.380001,0.054,0.861,0.085,0.3818,1
1090,47,0.036,0.918,0.046,0.1027,1
1091,42.950001,0.161,0.77,0.069,-0.9001,0
1092,40.93,0,0.961,0.039,0.3612,1
1093,41.549999,0.018,0.86,0.122,0.886,0
1094,41.630001,0,1,0,0,0
1095,41.939999,0.091,0.811,0.098,0.128,0
1096,42.68,0.157,0.551,0.291,0.7269,0
1097,42.740002,0,0.95,0.05,0.1901,0
1098,42.66,0.179,0.755,0.066,-0.9366,1
1099,43.509998,0,1,0,0,1
1100,43.700001,0,1,0,0,1
1101,44.150002,0,0.802,0.198,0.7684,0
1102,43.990002,0.043,0.836,0.121,0.6124,1
1103,43.07,0.083,0.866,0.051,-0.6705,1
1104,42.310001,0.123,0.691,0.186,0.3919,0
1105,40.700001,0.096,0.836,0.068,-0.1531,1
1106,41.43,0.112,0.792,0.097,-0.4767,1
1107,42.560001,0,0.892,0.108,0.3847,1
1108,42.779999,0,0.94,0.06,0.2732,1
1109,41.220001,0,0.944,0.056,0.6486,0
1110,41.119999,0,0.935,0.065,0.25,0
1111,40.599998,0.01,0.907,0.083,0.7923,1
1112,40.66,0.014,0.894,0.092,0.7124,0
1113,41.25,0.018,0.802,0.18,0.9571,1
1114,41.630001,0.105,0.895,0,-0.7096,1
1115,41.799999,0.07,0.811,0.119,0.2023,0
1116,41.950001,0.106,0.868,0.026,-0.6896,1
1117,41.669998,0,0.926,0.074,0.4939,0
1118,42.669998,0.027,0.882,0.091,0.6908,1
1119,45.66,0.119,0.786,0.095,-0.8321,1
1120,48.720001,0.122,0.878,0,-0.4939,1
1121,48.700001,0.062,0.847,0.091,0.4215,0
1122,47.82,0,1,0,0,0
1123,47.57,0.3,0.648,0.053,-0.7269,0
1124,47.549999,0.029,0.894,0.077,0.5106,1
1125,47.549999,0,1,0,0,0
1126,48.029999,0.104,0.823,0.073,-0.25,1
1127,47.389999,0.169,0.671,0.16,-0.2551,1
1128,46.830002,0.062,0.789,0.148,0.5574,0
1129,47.5,0.04,0.828,0.132,0.7543,0
1130,47.369999,0,0.882,0.118,0.5267,0
1131,46.310001,0,0.898,0.102,0.5267,0
1132,46.299999,0.086,0.735,0.179,0.6597,0
1133,45.790001,0,1,0,0,1
1134,46.66,0.044,0.807,0.149,0.8625,0
1135,46.220001,0,0.926,0.074,0.4767,0
1136,45.73,0,0.928,0.072,0.4215,1
1137,46.220001,0.022,0.978,0,-0.0516,1
1138,46.330002,0,0.809,0.191,0.9274,0
1139,46.130001,0,0.782,0.218,0.7964,0
1140,46.029999,0,0.923,0.077,0.4767,0
1141,44.709999,0,1,0,0,0
1142,44.48,0.041,0.839,0.12,0.885,0
1143,44.439999,0.096,0.904,0,-0.8442,0
1144,44.98,0.026,0.88,0.094,0.6908,1
1145,45.450001,0.037,0.866,0.097,0.7845,1
1146,45.68,0,0.917,0.083,0.2263,1
