,neg,neu,pos,compound,Open,High,Low,Close,Volume,label
729,0.141,0.787,0.072,-0.9928,9941.570313,10065.13965,9867.730469,9899.25,222680000,1
730,0.192,0.728,0.08,-0.9964,9901.669922,10185.83008,9901.669922,10172.53027,221730000,1
731,0.129,0.796,0.076,-0.9745,10166.78027,10215.98047,10082.70996,10211.07031,187890000,0
734,0.103,0.816,0.081,-0.9146,10211.83008,10328.66992,10186.20996,10190.88965,177920000,1
735,0.191,0.764,0.044,-0.9979,10192.40039,10408.32031,10192.40039,10404.76953,203170000,1
736,0.172,0.785,0.043,-0.9964,10404.24023,10429.03027,10332.59961,10409.45996,165700000,1
737,0.163,0.728,0.109,-0.9835,10409.98047,10441.2002,10319.21973,10434.16992,181070000,1
738,0.148,0.794,0.058,-0.996,10435,10483.44043,10424.49023,10450.63965,338010000,0
741,0.139,0.795,0.066,-0.9915,10452.45996,10594.16016,10395.54981,10442.41016,165190000,0
742,0.145,0.795,0.06,-0.9944,10441.9502,10493.57031,10283.40039,10293.51953,175750000,1
743,0.119,0.816,0.065,-0.9748,10293.29981,10368.04004,10227.24023,10298.44043,195100000,0
744,0.146,0.766,0.089,-0.9777,10297.08008,10298.05957,10128.84961,10152.79981,244440000,0
745,0.147,0.746,0.107,-0.9549,10153.48047,10202.91016,10081.08008,10143.80957,434500000,0
748,0.137,0.798,0.064,-0.9898,10143.04981,10201.92969,10101.41016,10138.51953,164100000,0
749,0.155,0.783,0.063,-0.9909,10135.71973,10135.79981,9811.919922,9870.299805,290500000,0
750,0.206,0.732,0.062,-0.9971,9868.339844,9908.919922,9753.839844,9774.019531,235090000,0
751,0.127,0.783,0.09,-0.9575,9773.269531,9795.480469,9621.889648,9732.530273,262820000,0
752,0.216,0.71,0.074,-0.9981,9732.530273,9770.870117,9614.320313,9686.480469,199570000,1
756,0.133,0.8,0.067,-0.9794,9686.480469,9858.129883,9659.009766,9743.620117,261020000,1
757,0.175,0.759,0.066,-0.9948,9743.620117,10026.59961,9736.700195,10018.28027,219560000,1
758,0.185,0.766,0.049,-0.9959,10019.25977,10139.86035,10019.25977,10138.99023,192210000,1
759,0.106,0.792,0.102,0.1518,10138.99023,10201.76953,10118.41016,10198.03027,134810000,1
762,0.221,0.731,0.048,-0.9981,10199.24023,10220.28027,10146.49023,10216.26953,131490000,1
763,0.162,0.785,0.053,-0.9956,10217.54981,10407.82031,10217.54981,10363.01953,179040000,0
764,0.144,0.787,0.069,-0.9902,10370.95996,10400.09961,10303,10366.71973,208530000,0
765,0.108,0.835,0.057,-0.9797,10367.09961,10379.74023,10240.48047,10359.30957,210000000,0
766,0.193,0.728,0.079,-0.9975,10356.2002,10356.2002,10079.58008,10097.90039,335060000,1
769,0.088,0.83,0.082,-0.8975,10098.12012,10187.28027,10073.67969,10154.42969,176970000,1
770,0.066,0.832,0.103,0.9423,10151.48047,10236.40039,10007.75977,10229.95996,194410000,0
771,0.235,0.729,0.036,-0.9988,10226.01953,10265.54004,10065.5,10120.53027,203900000,1
772,0.141,0.768,0.092,-0.9771,10121.80957,10363.24023,10121.80957,10322.29981,202220000,1
773,0.193,0.716,0.09,-0.9953,10321.16016,10441.9502,10287.48047,10424.62012,200000000,1
776,0.163,0.763,0.075,-0.9949,10424.16992,10526.79004,10414.40039,10525.42969,178820000,1
777,0.208,0.679,0.113,-0.9963,10525.28027,10578.33008,10494.86035,10537.69043,180550000,0
778,0.232,0.705,0.063,-0.9983,10537.00977,10548.51953,10463.21973,10497.87988,162070000,0
779,0.127,0.828,0.045,-0.9848,10498.94043,10584.99023,10387.38965,10467.16016,202110000,1
780,0.169,0.81,0.022,-0.997,10465.19043,10507.19043,10347.5,10465.94043,208160000,1
783,0.187,0.735,0.077,-0.9966,10468.82031,10692.2002,10468.58984,10674.37988,167640000,0
784,0.165,0.735,0.1,-0.9882,10673.91992,10676.9502,10600.95996,10636.37988,164880000,1
785,0.198,0.766,0.036,-0.9959,10630.2002,10702.99023,10627.53027,10680.42969,173360000,0
786,0.119,0.815,0.066,-0.9721,10679.66992,10679.75,10612.84961,10674.98047,139610000,0
787,0.219,0.676,0.106,-0.9955,10668.54981,10668.7002,10515.37012,10653.55957,154870000,1
790,0.137,0.782,0.081,-0.9843,10654.62012,10719.94043,10649.40039,10698.75,166330000,0
791,0.165,0.782,0.052,-0.9969,10696.62988,10700.70996,10551.62012,10644.25,203490000,0
792,0.147,0.747,0.106,-0.9565,10631.82031,10631.90039,10367.33008,10378.83008,219330000,0
793,0.153,0.773,0.074,-0.989,10361.58008,10361.65039,10268.70996,10319.9502,221030000,0
794,0.158,0.791,0.051,-0.995,10320.33008,10354.91992,10285.44043,10303.15039,151620000,0
797,0.197,0.742,0.061,-0.9969,10303.07031,10333.12012,10209.53027,10302.00977,146040000,1
798,0.142,0.765,0.093,-0.9765,10297.62988,10480.44043,10297.46973,10405.84961,191340000,1
799,0.126,0.772,0.102,-0.9297,10398.58984,10472.29981,10330.01953,10415.54004,168560000,0
800,0.096,0.854,0.05,-0.9507,10411.15039,10411.15039,10216.19043,10271.20996,227740000,0
801,0.147,0.815,0.038,-0.9935,10270.98047,10270.98047,10147.24023,10213.62012,251150000,0
804,0.127,0.789,0.084,-0.9652,10215.50977,10304.7002,10170.29004,10174.41016,173000000,0
805,0.126,0.853,0.021,-0.9953,10173.04981,10173.04981,9991.179688,10040.4502,223680000,1
806,0.202,0.735,0.062,-0.9969,10040.15039,10097.40039,9937.980469,10060.05957,183890000,0
807,0.166,0.751,0.082,-0.9789,10059.90039,10104.70996,9968.099609,9985.80957,176330000,1
808,0.1,0.821,0.08,-0.8972,9982.179688,10159.87988,9936.620117,10150.65039,207760000,0
811,0.138,0.81,0.051,-0.9896,10145.58008,10150.57031,10007.67969,10009.73047,150480000,1
812,0.144,0.811,0.046,-0.9934,10006.41992,10073.37988,9941.839844,10014.71973,255420000,1
813,0.154,0.788,0.057,-0.9938,10016.00977,10279.08008,10016.00977,10269.46973,205710000,1
814,0.19,0.766,0.043,-0.9979,10270.08008,10320.37012,10253.95996,10320.09961,149930000,1
815,0.171,0.791,0.038,-0.9959,10321.91992,10451.15039,10321.83984,10447.92969,168600000,0
819,0.136,0.77,0.094,-0.9692,10446.79981,10446.79981,10332.40039,10340.69043,149040000,1
820,0.109,0.819,0.072,-0.9343,10338.49023,10426.7002,10335.69043,10387.00977,166760000,1
821,0.152,0.787,0.061,-0.9863,10388.13965,10476.62012,10386.62988,10415.24023,163590000,1
822,0.231,0.723,0.046,-0.9988,10415.00977,10471.28027,10403.16992,10462.76953,140320000,1
825,0.131,0.846,0.023,-0.9935,10458.59961,10567.58984,10458.59961,10544.12988,190720000,0
826,0.18,0.748,0.072,-0.994,10544.73047,10588.32031,10499.7002,10526.49023,192410000,1
827,0.141,0.803,0.056,-0.9852,10526.41992,10587.79981,10480.78027,10572.73047,167420000,1
828,0.133,0.782,0.085,-0.9827,10571.75,10603.69043,10522.48047,10594.83008,170300000,1
829,0.153,0.746,0.101,-0.9877,10595.54981,10650.16016,10567.36035,10607.84961,367230000,1
832,0.218,0.684,0.097,-0.9983,10608.08008,10774.12988,10608.08008,10753.62012,157120000,1
833,0.113,0.78,0.107,-0.8118,10753.38965,10833.38965,10717.74023,10761.03027,186740000,0
834,0.169,0.767,0.065,-0.9917,10761.11035,10805.37988,10708.40039,10739.30957,168590000,0
835,0.156,0.782,0.062,-0.9936,10738.48047,10761.94043,10640.91992,10662.41992,156830000,1
836,0.149,0.806,0.045,-0.9968,10664.38965,10865.78027,10664.30957,10860.25977,179270000,0
839,0.131,0.816,0.053,-0.9908,10860.03027,10873.2002,10809.62012,10812.04004,143910000,1
840,0.196,0.761,0.044,-0.9973,10809.16992,10886.20996,10728.63965,10858.13965,167110000,0
841,0.181,0.773,0.046,-0.9929,10857.98047,10869.25977,10798.87988,10835.28027,158830000,0
842,0.15,0.783,0.067,-0.9889,10836.04004,10948.87988,10745.44043,10788.04981,214540000,1
843,0.214,0.736,0.05,-0.9978,10789.71973,10866.54004,10780.63965,10829.67969,161890000,0
846,0.213,0.721,0.066,-0.998,10828.84961,10853.70996,10711.12012,10751.26953,160370000,1
847,0.113,0.804,0.083,-0.9531,10752.78027,10965.61035,10752.62988,10944.71973,216240000,1
848,0.086,0.839,0.075,-0.8487,10936.79004,10974.16016,10918.57031,10967.65039,163440000,0
849,0.13,0.768,0.102,-0.9557,10968.41016,10998.53027,10892.75977,10948.58008,141920000,1
850,0.183,0.737,0.08,-0.9939,10948.5,11032.16992,10929.28027,11006.48047,152280000,1
853,0.143,0.773,0.083,-0.9932,11006.92969,11030.5,10977.90039,11010.33984,114830000,1
854,0.152,0.779,0.069,-0.9929,11010.79004,11053.20996,10913.83984,11020.40039,155150000,1
855,0.17,0.744,0.086,-0.9899,11022.82031,11155.23047,11022.07031,11096.08008,224920000,0
856,0.1,0.754,0.146,0.964,11096.99023,11112.2002,11023.54004,11094.57031,196170000,0
857,0.141,0.788,0.071,-0.9904,11096.00977,11141.19043,11010.67969,11062.78027,319210000,1
860,0.177,0.776,0.047,-0.9964,11062.62988,11159.04981,11054.75977,11143.69043,190290000,0
861,0.132,0.753,0.115,-0.7385,11139.59961,11139.59961,10917.62012,10978.62012,247640000,1
862,0.139,0.837,0.024,-0.9948,10974.51953,11152.87988,10970.88965,11107.96973,220140000,1
863,0.154,0.78,0.066,-0.9915,11105.24023,11213.54004,11066.19043,11146.57031,178060000,0
864,0.241,0.681,0.077,-0.9981,11146.41016,11159.04981,11109.25,11132.55957,104570000,1
867,0.163,0.789,0.048,-0.9942,11133.40039,11247.59961,11132.33984,11164.04981,168110000,1
868,0.177,0.731,0.092,-0.9933,11163.13965,11184.82031,11087,11169.45996,159040000,0
869,0.134,0.802,0.065,-0.9776,11168.40039,11168.40039,11020.82031,11126.28027,167080000,0
870,0.228,0.714,0.058,-0.9976,11127.33984,11179.33984,11052.59961,11113.9502,156250000,0
871,0.166,0.791,0.043,-0.9961,11120.4502,11131.00977,11075.79981,11118.49023,189650000,1
874,0.139,0.782,0.08,-0.9696,11120.29981,11244.26953,11062.33008,11124.62012,150130000,1
875,0.131,0.795,0.074,-0.9818,11125.21973,11219.51953,11125.21973,11188.71973,150390000,1
876,0.13,0.829,0.041,-0.9944,11184.87988,11226.63965,11097.37012,11215.12988,177580000,1
877,0.153,0.823,0.024,-0.9957,11216.65039,11440.37012,11216.65039,11434.83984,234680000,1
878,0.146,0.781,0.073,-0.9948,11435.21973,11451.53027,11393.51953,11444.08008,211670000,0
881,0.151,0.79,0.059,-0.9943,11439.54004,11439.61035,11362.53027,11406.83984,143990000,0
882,0.177,0.735,0.088,-0.9954,11403.58984,11421.13965,11303.19043,11346.75,161910000,1
883,0.173,0.734,0.093,-0.9941,11342.80957,11366.16016,11255.01953,11357.04004,164170000,0
884,0.134,0.774,0.093,-0.9829,11326.69043,11326.76953,11231.21973,11283.09961,296660000,0
885,0.111,0.83,0.06,-0.9786,11281.28027,11283.7002,11143.83984,11192.58008,217650000,1
888,0.189,0.735,0.077,-0.996,11194.01953,11280.90039,11189.09961,11201.96973,155660000,0
889,0.158,0.767,0.074,-0.992,11194.7002,11194.7002,10978.92969,11023.5,254570000,0
890,0.084,0.879,0.037,-0.9631,11017.83008,11042.16016,10990.80957,11007.87988,160250000,1
891,0.207,0.751,0.041,-0.9976,11010.49023,11199.69043,11010.33984,11181.23047,171770000,1
892,0.155,0.738,0.107,-0.9847,11180.76953,11206.16992,11119.24023,11203.54981,219400000,0
895,0.147,0.775,0.078,-0.9806,11201.66016,11206.04981,11054.53027,11178.58008,152850000,0
896,0.131,0.803,0.067,-0.9861,11177.59961,11180.16992,10992.16992,11036.37012,192820000,1
897,0.126,0.798,0.076,-0.9715,11037.34961,11195.99023,11037.34961,11187.28027,138280000,0
899,0.133,0.744,0.123,-0.6866,11183.5,11183.5,11067.16992,11091.87012,68400000,0
902,0.227,0.731,0.041,-0.9984,11083.75,11083.82031,10929.28027,11052.49023,151530000,0
903,0.139,0.821,0.04,-0.9943,11049.71973,11062.62988,10942.98047,11006.01953,233770000,1
904,0.17,0.758,0.072,-0.9915,11007.23047,11276.09961,11007.23047,11255.78027,202520000,1
905,0.108,0.843,0.049,-0.9666,11255.92969,11373.79981,11255.84961,11362.41016,212090000,1
906,0.157,0.796,0.046,-0.9961,11361.87988,11388.87012,11318.82031,11382.08984,149440000,0
909,0.155,0.773,0.071,-0.9955,11381.33008,11392.08008,11350.26953,11362.19043,122240000,0
910,0.138,0.77,0.092,-0.9811,11363.84961,11450.88965,11354.08984,11359.16016,175720000,1
911,0.139,0.798,0.063,-0.989,11354.4502,11389.08984,11327.49023,11372.48047,152510000,0
912,0.125,0.811,0.064,-0.987,11370.44043,11413.34961,11331.5,11370.05957,167970000,1
913,0.154,0.779,0.067,-0.9876,11370.05957,11413.69043,11357.71973,11410.32031,151820000,1
916,0.125,0.788,0.087,-0.925,11406.16016,11480.03027,11405.33008,11428.55957,151190000,1
917,0.181,0.715,0.103,-0.9878,11429.24023,11514.08008,11428.94043,11476.54004,149860000,0
918,0.144,0.796,0.06,-0.9903,11475.63965,11519.04004,11445.66992,11457.46973,189670000,1
919,0.201,0.721,0.078,-0.995,11457.92969,11514.83984,11421.29981,11499.25,163040000,0
920,0.213,0.7,0.087,-0.9976,11499.01953,11503.17969,11451,11491.91016,358300000,0
923,0.158,0.764,0.078,-0.9933,11491.29981,11517.07031,11442.67969,11478.12988,125360000,1
924,0.183,0.77,0.046,-0.9974,11478.36035,11549.12012,11478.29004,11533.16016,119420000,1
925,0.133,0.845,0.022,-0.9935,11532.16992,11566.99023,11528.08008,11559.49023,122040000,1
926,0.19,0.726,0.085,-0.9963,11559.11035,11580.83984,11542.62012,11573.49023,100840000,0
930,0.106,0.811,0.083,-0.9686,11572.80957,11573.19043,11518.44043,11555.03027,76820000,1
931,0.17,0.759,0.071,-0.9961,11554.79981,11591.12988,11541.13965,11575.54004,114100000,1
932,0.159,0.772,0.069,-0.9924,11572.74023,11625,11572.66016,11585.37988,77800000,0
933,0.091,0.818,0.09,0.3811,11585.37988,11594.37988,11551.92969,11569.70996,76820000,1
934,0.161,0.752,0.087,-0.9955,11569.33008,11597.41016,11530.32031,11577.50977,93330000,1
937,0.1,0.846,0.054,-0.9862,11577.42969,11711.46973,11577.34961,11670.75,203420000,1
938,0.092,0.867,0.041,-0.9849,11670.90039,11698.21973,11635.74023,11691.17969,178630000,1
939,0.168,0.767,0.066,-0.9969,11688.61035,11742.67969,11652.88965,11722.88965,169990000,0
940,0.261,0.701,0.038,-0.9983,11716.92969,11736.74023,11667.45996,11697.30957,193080000,0
941,0.138,0.793,0.068,-0.9927,11696.86035,11726.94043,11599.67969,11674.75977,188720000,0
944,0.173,0.725,0.102,-0.9944,11672.33984,11677.33008,11573.87012,11637.4502,150340000,1
945,0.136,0.781,0.083,-0.9792,11638.50977,11704.12012,11635.48047,11671.87988,157440000,1
946,0.152,0.8,0.047,-0.996,11673.62012,11782.23047,11673.62012,11755.44043,144960000,0
947,0.096,0.8,0.104,0.2808,11753.7002,11757.25,11700.53027,11731.90039,161660000,1
948,0.097,0.816,0.087,-0.1226,11732.12988,11794.15039,11698.83008,11787.37988,200770000,1
952,0.095,0.828,0.076,-0.854,11783.82031,11858.78027,11777.99023,11837.92969,203390000,0
953,0.117,0.801,0.082,-0.9289,11834.20996,11861.24023,11798.45996,11825.29004,166250000,0
954,0.19,0.71,0.099,-0.9957,11823.7002,11845.16016,11744.76953,11822.79981,180800000,1
955,0.152,0.796,0.052,-0.9962,11822.9502,11905.48047,11822.79981,11871.83984,249480000,1
958,0.14,0.791,0.07,-0.983,11873.42969,11982.94043,11867.98047,11980.51953,184000000,0
959,0.201,0.733,0.066,-0.994,11980.51953,11985.96973,11898.74023,11977.19043,191950000,1
960,0.192,0.739,0.069,-0.9925,11978.84961,12020.51953,11961.83008,11985.44043,168320000,1
961,0.127,0.813,0.06,-0.9901,11985.36035,12019.53027,11971.92969,11989.83008,167770000,0
962,0.061,0.922,0.018,-0.9055,11990.36035,12012.41992,11803.04004,11823.7002,214170000,1
965,0.138,0.776,0.086,-0.9493,11824.38965,11891.92969,11817.87988,11891.92969,206580000,1
966,0.062,0.885,0.053,-0.0765,11892.5,12050.75,11892.5,12040.16016,180890000,1
967,0.09,0.837,0.073,-0.3974,12038.26953,12057.91016,12018.50977,12041.96973,143440000,1
968,0.266,0.612,0.122,-0.9982,12040.67969,12080.54004,11981.04981,12062.25977,143710000,1
969,0.118,0.801,0.081,-0.9493,12061.73047,12092.41992,12025.78027,12092.15039,121780000,1
972,0.139,0.767,0.094,-0.9741,12092.37988,12188.75977,12092.29981,12161.62988,132960000,1
973,0.09,0.891,0.02,-0.982,12152.7002,12238.79004,12150.04981,12233.15039,126650000,1
974,0.16,0.803,0.037,-0.9929,12229.29004,12254.23047,12188.19043,12239.88965,162910000,0
975,0.154,0.747,0.098,-0.9895,12239.66016,12239.66016,12156.94043,12229.29004,274440000,1
976,0.109,0.822,0.068,-0.9612,12227.78027,12285.94043,12180.48047,12273.25977,184290000,1
979,0.163,0.729,0.107,-0.9804,12266.83008,12276.20996,12235.91016,12268.19043,146350000,0
980,0.194,0.761,0.045,-0.9959,12266.75,12267.66016,12193.26953,12226.63965,142580000,1
981,0.219,0.727,0.054,-0.9972,12219.79004,12303.16016,12219.79004,12288.16992,146270000,1
982,0.187,0.744,0.068,-0.9944,12287.71973,12331.30957,12253.24023,12318.13965,130860000,1
983,0.21,0.737,0.053,-0.9973,12318.66992,12391.29004,12303.23047,12391.25,230040000,0
987,0.118,0.785,0.097,-0.8496,12389.74023,12389.82031,12176.30957,12212.79004,201860000,0
988,0.112,0.82,0.067,-0.9694,12211.80957,12221.12012,12063.42969,12105.78027,213490000,0
989,0.133,0.79,0.077,-0.9699,12104.55957,12129.62012,11983.16992,12068.5,190860000,1
990,0.195,0.744,0.06,-0.9955,12060.92969,12151.03027,12060.92969,12130.4502,147540000,1
993,0.166,0.744,0.09,-0.989,12130.4502,12235.04004,12130.15039,12226.33984,199560000,0
994,0.091,0.859,0.05,-0.9688,12226.49023,12261.37988,12054.99023,12058.01953,183240000,1
995,0.142,0.787,0.071,-0.9885,12057.33984,12115.12012,12018.62988,12066.79981,147270000,1
996,0.132,0.827,0.041,-0.9909,12068.00977,12283.09961,12068.00977,12258.2002,157840000,0
997,0.18,0.752,0.069,-0.9942,12258.87988,12271.37012,12079.50977,12169.87988,166700000,0
1000,0.121,0.761,0.118,0.1692,12171.08984,12243.44043,12041.59961,12090.03027,176200000,1
1001,0.165,0.757,0.077,-0.9928,12085.87012,12251.2002,12072.20996,12214.37988,158610000,1
1002,0.194,0.743,0.064,-0.9974,12211.16016,12257.82031,12156.59961,12213.08984,128360000,0
1003,0.162,0.787,0.052,-0.9834,12211.42969,12211.42969,11974.38965,11984.61035,180660000,1
1004,0.084,0.834,0.082,0.3185,11976.95996,12087.00977,11936.32031,12044.40039,143670000,0
1007,0.106,0.806,0.088,-0.7456,12042.12988,12042.12988,11897.30957,11993.16016,163000000,0
1008,0.158,0.773,0.069,-0.9926,11988.69043,11988.69043,11696.25,11855.41992,221930000,0
1009,0.157,0.77,0.072,-0.9938,11854.2002,11856.7002,11555.48047,11613.29981,254070000,1
1010,0.171,0.77,0.059,-0.9965,11614.88965,11800.54004,11614.82031,11774.58984,182260000,1
1011,0.091,0.85,0.059,-0.9308,11777.23047,11927.08984,11777.23047,11858.51953,355050000,1
1014,0.173,0.781,0.046,-0.9944,11860.11035,12078.29981,11860.11035,12036.53027,143390000,0
1015,0.143,0.745,0.112,-0.8854,12036.37012,12050.98047,12002.84961,12018.62988,115660000,1
1016,0.153,0.791,0.056,-0.9863,12018.40039,12116.13965,11972.61035,12086.01953,133940000,1
1017,0.149,0.816,0.035,-0.9946,12087.54004,12191.17969,12087.54004,12170.55957,131610000,1
1018,0.106,0.833,0.061,-0.9656,12170.70996,12259.79004,12170.70996,12220.58984,129790000,0
1021,0.179,0.816,0.005,-0.9966,12221.19043,12272.91992,12197.87988,12197.87988,123070000,1
1022,0.167,0.762,0.071,-0.9878,12194.48047,12285.41016,12173.50977,12279.00977,129030000,1
1023,0.1,0.861,0.039,-0.971,12280.07031,12383.45996,12280.07031,12350.61035,140340000,0
1024,0.189,0.716,0.094,-0.994,12350.75977,12381.67969,12319.00977,12319.73047,186140000,1
1025,0.123,0.828,0.05,-0.9835,12321.01953,12419.70996,12321.01953,12376.71973,147600000,1
1028,0.194,0.768,0.038,-0.997,12374.59961,12407.41016,12369.15039,12400.03027,114660000,0
1029,0.203,0.748,0.049,-0.9961,12402.08008,12438.13965,12353.33984,12393.90039,142340000,1
1030,0.144,0.791,0.064,-0.9927,12386.66016,12450.92969,12386.66016,12426.75,182350000,0
1031,0.192,0.73,0.078,-0.9968,12426.4502,12440.55957,12328.36035,12409.49023,158590000,0
1032,0.162,0.77,0.068,-0.9934,12409.87012,12450.36035,12320.71973,12380.04981,122820000,1
1035,0.121,0.822,0.057,-0.9652,12380.42969,12444,12352.87988,12381.11035,109950000,0
1036,0.248,0.667,0.085,-0.9967,12381.19043,12381.19043,12233,12263.58008,137260000,1
1037,0.132,0.819,0.048,-0.9888,12263.65039,12335.09961,12224.4502,12270.99023,118950000,1
1038,0.161,0.773,0.066,-0.9879,12270.24023,12305.58008,12163.86035,12285.15039,140670000,1
1039,0.13,0.825,0.044,-0.978,12285.4502,12369.26953,12272.58008,12341.83008,234710000,0
1042,0.133,0.816,0.052,-0.9786,12339.70996,12339.79004,12093.88965,12201.58984,190220000,1
1043,0.131,0.809,0.06,-0.9806,12201.44043,12275.33984,12200.29981,12266.75,149870000,1
1044,0.189,0.727,0.083,-0.9934,12266.75,12475.53027,12263.58008,12453.54004,203900000,1
1045,0.174,0.769,0.057,-0.986,12453.62012,12506.05957,12447.55957,12505.99023,166630000,0
1049,0.093,0.834,0.073,-0.8769,12505.99023,12506.21973,12446.04981,12479.87988,128660000,1
1050,0.173,0.751,0.075,-0.9961,12480.86035,12613.16016,12478.13965,12595.37012,183980000,1
1051,0.123,0.834,0.043,-0.986,12592.23047,12708.37012,12588.33008,12690.95996,160550000,1
1052,0.145,0.745,0.109,-0.9413,12689.90039,12776.13965,12674.54004,12763.30957,148760000,1
1053,0.162,0.791,0.047,-0.9957,12763.45996,12832.83008,12751.12988,12810.54004,378620000,0
1056,0.109,0.821,0.07,-0.8904,12810.16016,12876,12784.62012,12807.36035,150960000,1
1057,0.204,0.733,0.063,-0.9926,12806.37988,12840.66016,12749.99023,12807.50977,191510000,0
1058,0.184,0.766,0.05,-0.996,12806.29004,12806.67969,12673.01953,12723.58008,193720000,0
1059,0.19,0.756,0.054,-0.9968,12723.65039,12724.55957,12521.28027,12584.16992,176950000,1
1060,0.171,0.741,0.087,-0.9949,12580.75977,12759.23047,12579.92969,12638.74023,168320000,1
1063,0.15,0.76,0.09,-0.989,12637.83008,12722.07031,12620.2002,12684.67969,133940000,1
1064,0.238,0.715,0.047,-0.9985,12685.12988,12781.05957,12681.65039,12760.36035,156000000,0
1065,0.112,0.814,0.074,-0.9498,12745.87012,12748.20996,12577.20996,12630.03027,200680000,1
1066,0.193,0.78,0.027,-0.9986,12629.95996,12718.58008,12537.16992,12695.91992,216510000,0
1067,0.183,0.771,0.046,-0.9971,12695.65039,12714.5,12543.19043,12595.75,169940000,0
1070,0.149,0.821,0.029,-0.9952,12594.76953,12642.90039,12530.80957,12548.37012,192310000,0
1071,0.118,0.852,0.03,-0.9896,12541.33008,12541.33008,12378.83984,12479.58008,192830000,1
1072,0.134,0.785,0.081,-0.9817,12471.78027,12571.15039,12443.09961,12560.17969,175120000,1
1073,0.073,0.868,0.059,-0.3071,12561.45996,12633.58984,12533.45996,12605.32031,158470000,0
1074,0.171,0.755,0.075,-0.991,12604.71973,12604.83008,12485.86035,12512.04004,174980000,0
1077,0.293,0.611,0.096,-0.9992,12511.36035,12511.36035,12331.76953,12381.25977,150720000,0
1078,0.174,0.776,0.05,-0.9936,12381.57031,12422.54981,12350.04004,12356.20996,145920000,1
1079,0.161,0.764,0.075,-0.9937,12355.4502,12440.03027,12309.51953,12394.66016,145750000,1
1080,0.131,0.778,0.091,-0.9631,12391.62988,12441.58008,12317.91992,12402.75977,149070000,1
1081,0.149,0.792,0.059,-0.9884,12398.05957,12483.80957,12397.69043,12441.58008,126030000,1
1085,0.225,0.736,0.038,-0.9967,12443.40039,12574.29004,12443.40039,12569.79004,208290000,0
1086,0.187,0.763,0.05,-0.9984,12569.41016,12569.49023,12282.41992,12290.13965,183020000,0
1087,0.204,0.756,0.04,-0.9979,12289.61035,12306.70996,12190.54004,12248.54981,156370000,0
1088,0.196,0.765,0.038,-0.997,12247.79981,12247.87012,12104.03027,12151.25977,157740000,0
1091,0.184,0.763,0.053,-0.9949,12151.19043,12151.49023,12070.66016,12089.95996,166600000,0
1092,0.128,0.813,0.059,-0.987,12090.17969,12178.88965,12066.61035,12070.80957,162610000,0
1093,0.165,0.745,0.091,-0.9863,12066.26953,12098.36035,12024.25977,12048.94043,156870000,1
1094,0.132,0.781,0.087,-0.9652,12049.46973,12183.12012,12049.08984,12124.36035,149700000,0
1095,0.134,0.806,0.06,-0.9799,12124.16992,12124.84961,11937.41992,11951.91016,178310000,1
1098,0.117,0.828,0.055,-0.9552,11945.33008,12011.66016,11917.78027,11952.96973,153370000,1
1099,0.161,0.776,0.063,-0.9937,11951.37988,12120.79981,11951.37988,12076.11035,159620000,0
1100,0.126,0.806,0.067,-0.9733,12075.12012,12075.2002,11862.53027,11897.26953,182500000,1
1101,0.123,0.826,0.05,-0.9834,11896.12988,11990.01953,11875.76953,11961.51953,189500000,1
1102,0.159,0.818,0.023,-0.9948,11962.66016,12072.88965,11962.50977,12004.36035,342010000,1
1105,0.131,0.814,0.056,-0.9846,12004.28027,12099.87012,11971.29004,12080.37988,127250000,1
1106,0.188,0.719,0.093,-0.9945,12081.33008,12217.33008,12081.17969,12190.00977,147570000,0
1107,0.171,0.745,0.084,-0.9847,12189.70996,12207.99023,12105.84961,12109.66992,125330000,0
1108,0.176,0.742,0.082,-0.9962,12108.34961,12108.73047,11874.94043,12050,206760000,0
1109,0.156,0.769,0.075,-0.9909,12049.24023,12057.19043,11925.41992,11934.58008,279660000,1
1112,0.078,0.859,0.063,-0.8396,11934.66016,12098.80957,11934.04981,12043.55957,177920000,1
1113,0.162,0.777,0.062,-0.9903,12043.55957,12190.42969,12042.28027,12188.69043,135050000,1
1114,0.118,0.817,0.065,-0.9723,12187.62988,12284.38965,12175.86035,12261.41992,158720000,1
1115,0.147,0.817,0.036,-0.9918,12262.25,12427.08984,12262.09961,12414.33984,179980000,1
1116,0.167,0.753,0.08,-0.9921,12414.33984,12596.12988,12404.08008,12582.76953,141870000,1
1120,0.192,0.765,0.043,-0.9966,12569.87012,12601.79981,12540.58008,12569.87012,123000000,1
1121,0.128,0.826,0.046,-0.9896,12562.46973,12643.24023,12539.20996,12626.01953,132330000,1
1122,0.12,0.82,0.061,-0.9734,12627.23047,12753.88965,12627.23047,12719.49023,153740000,0
1123,0.206,0.713,0.08,-0.9965,12717.90039,12717.90039,12567.41016,12657.2002,131150000,0
1126,0.154,0.797,0.049,-0.9933,12655.62012,12655.83984,12470.29981,12505.75977,133250000,0
1127,0.161,0.792,0.047,-0.996,12505.54004,12570.58008,12446.87988,12446.87988,162640000,1
1128,0.148,0.77,0.081,-0.9896,12447.33008,12611.04004,12447.33008,12491.61035,139970000,0
1129,0.137,0.752,0.111,-0.9352,12491.53027,12581.98047,12414.41016,12437.12012,140810000,1
1130,0.132,0.835,0.033,-0.9891,12437.12012,12504.82031,12406.08984,12479.73047,215420000,0
