,neg,neu,pos,compound,Open,High,Low,Close,Volume,label
1,0.218,0.705,0.078,-0.9972,12210.12988,12331.86035,12195.32031,12280.32031,266350000,1
2,0.212,0.748,0.04,-0.9943,12277.70996,12369.23047,12206.95996,12289.75977,240760000,0
3,0.167,0.732,0.101,-0.9728,12286.33984,12286.66992,12079.12988,12083.76953,247120000,1
4,0.15,0.77,0.08,-0.9681,12089.62988,12269.24023,12076.92969,12141.58008,260960000,1
5,0.188,0.731,0.081,-0.9952,12144.58984,12310.28027,12144.58984,12307.34961,247980000,0
8,0.196,0.733,0.072,-0.9899,12306.86035,12319.71973,12212.25,12269.08008,222140000,0
9,0.193,0.75,0.056,-0.9886,12269.65039,12322.82031,12150.29004,12160.29981,174690000,0
10,0.208,0.743,0.05,-0.9954,12158.67969,12158.67969,11993.63965,12029.05957,212900000,1
11,0.148,0.773,0.08,-0.9772,12029.05957,12114.79004,11978.33008,12063.08984,230920000,0
12,0.291,0.66,0.049,-0.9976,12062.19043,12062.19043,11818.83008,11842.69043,429700000,0
15,0.128,0.82,0.051,-0.9868,11843.83008,11986.95996,11731.05957,11842.36035,182870000,0
16,0.216,0.69,0.095,-0.9948,11842.36035,11904.32031,11725.51953,11807.42969,225270000,1
17,0.164,0.778,0.058,-0.9916,11805.30957,11924.19043,11789.36035,11811.83008,236160000,0
18,0.199,0.768,0.033,-0.9956,11808.57031,11808.73047,11453.41992,11453.41992,302550000,0
19,0.171,0.75,0.079,-0.992,11452.84961,11485.25,11297.99023,11346.50977,338250000,1
22,0.109,0.812,0.079,-0.9065,11345.7002,11437.29981,11287.55957,11350.00977,282210000,1
23,0.174,0.697,0.129,-0.9545,11344.63965,11407.90039,11183.42969,11382.25977,299590000,0
24,0.172,0.764,0.064,-0.9904,11382.33984,11434.12012,11214.37012,11215.50977,230690000,1
25,0.23,0.715,0.055,-0.9959,11216,11337.48047,11157.20996,11288.54004,176910000,0
29,0.218,0.709,0.072,-0.994,11289.19043,11399.11035,11120.74023,11231.95996,248240000,1
30,0.164,0.734,0.102,-0.9697,11225.03027,11391.12988,11174.87988,11384.20996,271500000,0
31,0.237,0.727,0.036,-0.996,11381.92969,11418.24023,11141.99023,11147.44043,227100000,1
32,0.184,0.765,0.051,-0.9879,11148.00977,11270.29981,11086.9502,11229.01953,248010000,0
33,0.124,0.756,0.12,0.2957,11226.16992,11241.07031,10977.67969,11100.54004,275010000,0
36,0.184,0.743,0.073,-0.9873,11103.63965,11239.04004,11003.65039,11055.19043,205360000,0
37,0.091,0.879,0.03,-0.8756,11050.79981,11123.66992,10827.70996,10962.54004,331390000,1
38,0.178,0.74,0.082,-0.9877,10961.88965,11244.16992,10918.33008,11239.28027,307590000,1
39,0.169,0.727,0.104,-0.9757,11238.38965,11446.66016,11209.55957,11446.66016,335260000,1
40,0.141,0.78,0.079,-0.9622,11436.55957,11510.82031,11381.92969,11496.57031,378610000,0
43,0.195,0.742,0.063,-0.9957,11495.01953,11559.66992,11423.94043,11467.33984,212850000,1
44,0.197,0.757,0.046,-0.9928,11457.90039,11616.66016,11387.38965,11602.5,273690000,1
45,0.13,0.834,0.036,-0.983,11603.38965,11698.16992,11558.29004,11632.37988,264520000,0
46,0.165,0.794,0.041,-0.9899,11630.33984,11634.49023,11345.37012,11349.28027,241140000,1
47,0.107,0.823,0.07,-0.9339,11341.13965,11443.80957,11325.09961,11370.69043,190920000,0
50,0.214,0.769,0.017,-0.9945,11369.46973,11369.54981,11125.12988,11131.08008,197550000,1
51,0.204,0.755,0.041,-0.9955,11133.44043,11398.37988,11128.05957,11397.55957,206930000,1
52,0.214,0.747,0.039,-0.9951,11397.55957,11586.62012,11397.55957,11583.69043,208520000,0
53,0.181,0.77,0.048,-0.9869,11577.99023,11578.88965,11363.69043,11378.01953,220200000,0
54,0.191,0.696,0.114,-0.9823,11379.88965,11425.73047,11267.04981,11326.32031,189700000,0
57,0.153,0.785,0.062,-0.978,11326.32031,11382.16992,11221.53027,11284.15039,170250000,1
58,0.112,0.846,0.042,-0.9638,11286.01953,11615.92969,11286.01953,11615.76953,234990000,1
59,0.177,0.767,0.056,-0.9921,11603.63965,11685.45996,11521.32031,11656.07031,180060000,0
60,0.143,0.793,0.063,-0.9843,11655.41992,11655.58008,11416.7002,11431.42969,229610000,1
61,0.214,0.724,0.062,-0.9966,11432.08984,11759.95996,11388.04004,11734.32031,212830000,1
64,0.148,0.761,0.091,-0.9457,11729.66992,11867.11035,11675.53027,11782.34961,183190000,0
65,0.139,0.805,0.056,-0.9739,11781.7002,11782.34961,11601.51953,11642.46973,173590000,0
66,0.146,0.797,0.058,-0.9805,11632.80957,11633.78027,11453.33984,11532.95996,182550000,1
67,0.185,0.723,0.092,-0.9831,11532.07031,11718.28027,11450.88965,11615.92969,159790000,1
68,0.165,0.775,0.059,-0.9856,11611.20996,11709.88965,11599.73047,11659.90039,215040000,0
71,0.224,0.734,0.042,-0.9938,11659.65039,11690.42969,11434.12012,11479.38965,156290000,0
72,0.24,0.704,0.056,-0.9959,11478.08984,11478.16992,11318.5,11348.54981,171580000,1
73,0.186,0.766,0.048,-0.9917,11345.94043,11454.15039,11290.58008,11417.42969,144880000,1
74,0.161,0.763,0.076,-0.9867,11415.23047,11476.20996,11315.57031,11430.20996,130020000,1
75,0.131,0.786,0.082,-0.9515,11426.79004,11632.12988,11426.79004,11628.05957,138790000,0
78,0.267,0.721,0.012,-0.9974,11626.19043,11626.26953,11362.62988,11386.25,148610000,1
79,0.194,0.744,0.062,-0.9844,11383.55957,11436.24023,11340.41016,11412.87012,119800000,1
80,0.171,0.775,0.054,-0.9878,11412.45996,11554.45996,11381.76953,11502.50977,120580000,1
81,0.129,0.755,0.116,-0.7269,11499.87012,11715.17969,11499.79004,11715.17969,149150000,0
82,0.108,0.817,0.075,-0.8736,11713.23047,11713.23047,11543.38965,11543.95996,166910000,0
86,0.216,0.737,0.046,-0.9948,11545.62988,11790.16992,11471.90039,11516.91992,177090000,1
87,0.148,0.785,0.067,-0.974,11506.00977,11554.37988,11416.53027,11532.87988,174250000,0
88,0.185,0.723,0.093,-0.9861,11532.48047,11532.48047,11176.01953,11188.23047,229200000,1
89,0.224,0.692,0.084,-0.9956,11185.62988,11245.15039,11037.84961,11220.95996,198300000,1
92,0.225,0.728,0.047,-0.9958,11224.87012,11570.66016,11224.79004,11510.74023,273000000,0
93,0.173,0.763,0.064,-0.99,11514.73047,11577.5,11230.73047,11230.73047,257300000,1
94,0.222,0.737,0.04,-0.9947,11233.91016,11380.62988,11215.25977,11268.91992,214260000,1
95,0.145,0.776,0.078,-0.9417,11264.44043,11445.67969,11098.66992,11433.70996,247820000,0
96,0.13,0.835,0.034,-0.9807,11429.32031,11459.92969,11280.40039,11421.99023,238890000,0
99,0.189,0.734,0.077,-0.9885,11416.37012,11416.4502,10917.50977,10917.50977,432970000,1
100,0.214,0.726,0.06,-0.996,10905.62012,11093.21973,10742.7002,11059.01953,494760000,0
101,0.203,0.778,0.018,-0.9923,11056.58008,11057.30957,10595.90039,10609.66016,463200000,1
102,0.22,0.744,0.036,-0.9944,10609.00977,11076.44043,10459.44043,11019.69043,488060000,1
103,0.253,0.714,0.033,-0.9949,11027.50977,11483.04981,11026.7002,11388.44043,655110000,0
106,0.218,0.717,0.066,-0.9957,11394.41992,11394.58008,10992.2002,11015.69043,213210000,0
107,0.188,0.739,0.073,-0.9865,11015.69043,11143.20996,10833.94043,10854.16992,204480000,0
108,0.259,0.708,0.033,-0.9975,10850.01953,10928.40039,10753.57031,10825.16992,183630000,1
109,0.161,0.83,0.008,-0.9879,10827.16992,11129.19043,10827.00977,11022.05957,218530000,1
110,0.17,0.802,0.028,-0.9881,11019.04004,11168.05957,10868.82031,11143.12988,232560000,0
113,0.188,0.731,0.08,-0.987,11139.62012,11139.94043,10365.4502,10365.4502,385940000,1
114,0.189,0.714,0.097,-0.9815,10371.58008,10868.90039,10371.41992,10850.66016,319770000,0
115,0.186,0.724,0.09,-0.9892,10847.40039,10882.51953,10631.9502,10831.07031,256670000,0
116,0.154,0.757,0.088,-0.9738,10825.54004,10825.54004,10439.51953,10482.84961,395330000,0
117,0.135,0.81,0.055,-0.9824,10483.95996,10796.25977,10310.25,10325.37988,299690000,0
120,0.139,0.775,0.086,-0.9068,10322.51953,10322.75977,9525.320313,9955.5,391460000,0
121,0.104,0.835,0.061,-0.9417,9955.419922,10124.03027,9436.669922,9447.110352,362520000,0
122,0.185,0.752,0.063,-0.9932,9437.230469,9628.070313,9194.780273,9258.099609,479270000,0
123,0.221,0.734,0.045,-0.9974,9261.69043,9448.139648,8579.19043,8579.19043,436740000,0
124,0.132,0.798,0.07,-0.9813,8568.669922,8901.280273,7882.509766,8451.19043,674920000,1
127,0.146,0.76,0.094,-0.9372,8462.419922,9427.990234,8462.179688,9387.610352,399290000,0
128,0.181,0.752,0.066,-0.993,9388.969727,9794.370117,9085.429688,9310.990234,412740000,0
129,0.158,0.797,0.045,-0.9906,9301.910156,9308.759766,8530.120117,8577.910156,374350000,1
130,0.123,0.8,0.077,-0.9404,8577.040039,9013.269531,8197.669922,8979.259766,422450000,0
131,0.17,0.774,0.056,-0.9918,8975.349609,9281.120117,8718.25,8852.219727,360600000,1
134,0.193,0.717,0.09,-0.9852,8852.299805,9266.629883,8852.219727,9265.429688,241400000,0
135,0.149,0.746,0.106,-0.9626,9262.799805,9284.549805,9004.269531,9033.660156,231160000,0
136,0.133,0.813,0.054,-0.9864,9027.839844,9027.839844,8335.299805,8519.209961,348840000,1
137,0.184,0.733,0.083,-0.9876,8519.769531,8795.990234,8243.549805,8691.25,340740000,0
138,0.233,0.691,0.076,-0.9953,8683.209961,8683.209961,8187.47998,8378.950195,335680000,0
141,0.219,0.724,0.057,-0.9956,8375.919922,8599.099609,8143.589844,8175.77002,281180000,1
142,0.19,0.785,0.024,-0.9936,8178.720215,9082.080078,8174.72998,9065.120117,372160000,0
143,0.184,0.716,0.1,-0.9854,9062.330078,9363.320313,8890.290039,8990.959961,316230000,1
144,0.231,0.717,0.053,-0.9965,9004.660156,9266.469727,8976.870117,9180.69043,267210000,1
145,0.255,0.647,0.097,-0.9907,9179.089844,9454.360352,9119.200195,9325.009766,310950000,0
148,0.176,0.769,0.055,-0.9928,9326.040039,9410.549805,9255.480469,9319.830078,180970000,1
149,0.155,0.768,0.077,-0.9853,9323.889648,9653.950195,9323.889648,9625.280273,254930000,0
150,0.19,0.712,0.098,-0.9885,9616.599609,9616.599609,9111.469727,9139.269531,264640000,0
151,0.195,0.746,0.059,-0.993,9134.009766,9155.44043,8637.169922,8695.790039,344350000,1
152,0.2,0.729,0.071,-0.9903,8696.030273,8961.570313,8696.030273,8943.80957,246300000,0
155,0.175,0.74,0.085,-0.9815,8946.599609,9159.580078,8760.459961,8870.540039,221230000,0
156,0.232,0.715,0.052,-0.9956,8864.320313,8867.910156,8560.709961,8693.959961,257270000,0
157,0.115,0.856,0.03,-0.9734,8684.519531,8684.599609,8265.290039,8282.660156,314660000,1
158,0.169,0.745,0.086,-0.9853,8281.139648,8876.589844,7965.419922,8835.25,476600000,0
159,0.174,0.744,0.083,-0.9912,8822.19043,8923.179688,8469.990234,8497.30957,304370000,0
162,0.162,0.782,0.056,-0.9819,8494.839844,8571.299805,8246.889648,8273.580078,278220000,1
163,0.194,0.763,0.043,-0.9951,8273.339844,8477.950195,8105.439941,8424.75,366390000,0
164,0.103,0.766,0.131,0.8147,8420.69043,8504.639648,7987.080078,7997.279785,350470000,0
165,0.097,0.812,0.091,-0.7044,7995.529785,8187.399902,7506.970215,7552.290039,528130000,1
166,0.155,0.795,0.05,-0.9865,7552.370117,8071.75,7449.379883,8046.419922,569010000,1
169,0.182,0.765,0.053,-0.9918,8048.089844,8599.019531,8048.089844,8443.389648,491890000,1
170,0.217,0.736,0.047,-0.9954,8445.139648,8607.379883,8281.459961,8479.469727,374020000,1
171,0.177,0.771,0.052,-0.9878,8464.490234,8726.610352,8311.169922,8726.610352,283920000,1
173,0.136,0.809,0.055,-0.9867,8724.700195,8831.349609,8672.69043,8829.040039,155510000,0
176,0.15,0.767,0.083,-0.963,8826.889648,8827.049805,8141.359863,8149.089844,321010000,1
177,0.231,0.686,0.083,-0.9973,8153.75,8437.169922,8143.509766,8419.089844,307520000,1
178,0.197,0.708,0.095,-0.9925,8409.139648,8624.19043,8234.150391,8591.69043,294680000,0
179,0.19,0.722,0.087,-0.9843,8587.070313,8631.990234,8259.400391,8376.240234,280880000,1
180,0.242,0.697,0.061,-0.9967,8376.080078,8686.469727,8118.5,8635.419922,346370000,1
183,0.135,0.808,0.057,-0.9656,8637.650391,9026.410156,8637.490234,8934.179688,358970000,0
184,0.185,0.738,0.077,-0.9906,8934.099609,8934.099609,8651.740234,8691.330078,284950000,1
185,0.222,0.678,0.099,-0.9929,8693,8879.219727,8646.330078,8761.419922,232830000,0
186,0.152,0.794,0.054,-0.9891,8750.129883,8809.450195,8512.759766,8565.089844,290540000,1
187,0.256,0.708,0.037,-0.9971,8563.099609,8682.570313,8347.80957,8629.679688,271030000,0
190,0.11,0.843,0.047,-0.9623,8628.80957,8676.280273,8469.030273,8564.530273,229940000,1
191,0.185,0.748,0.067,-0.9924,8565.650391,8958.790039,8565.650391,8924.139648,337190000,0
192,0.132,0.802,0.066,-0.935,8921.910156,8961.259766,8778.070313,8824.339844,239260000,0
193,0.191,0.751,0.059,-0.9912,8823.94043,8883.360352,8527.410156,8604.990234,274080000,0
194,0.18,0.759,0.06,-0.9935,8606.5,8787.230469,8550.429688,8579.110352,550150000,0
197,0.232,0.699,0.069,-0.9961,8573.370117,8601.410156,8372.019531,8519.69043,211090000,0
198,0.132,0.79,0.078,-0.9202,8518.650391,8604.120117,8391.299805,8419.490234,174640000,1
199,0.19,0.713,0.097,-0.9835,8416.860352,8498.5,8416.860352,8468.480469,66930000,1
201,0.165,0.757,0.078,-0.989,8468.709961,8533.070313,8461.780273,8515.549805,86760000,0
204,0.173,0.75,0.077,-0.982,8515.870117,8530.679688,8364.05957,8483.929688,153730000,1
205,0.207,0.701,0.092,-0.9952,8487.509766,8675.240234,8487.509766,8668.389648,162560000,1
206,0.146,0.784,0.071,-0.9716,8666.480469,8842.660156,8664.889648,8776.389648,226760000,1
208,0.186,0.743,0.071,-0.9885,8772.25,9065.280273,8760.780273,9034.69043,213700000,0
211,0.205,0.743,0.052,-0.9961,9027.129883,9034.370117,8892.360352,8952.889648,233760000,1
212,0.158,0.774,0.068,-0.9861,8954.570313,9088.05957,8940.950195,9015.099609,215410000,0
213,0.175,0.77,0.055,-0.9956,8996.94043,8996.94043,8719.919922,8769.700195,266710000,0
214,0.2,0.769,0.03,-0.996,8769.94043,8770.019531,8651.19043,8742.459961,226620000,0
215,0.146,0.82,0.034,-0.9938,8738.799805,8769.620117,8576.959961,8599.179688,204300000,0
218,0.142,0.796,0.062,-0.9872,8599.259766,8602.599609,8421.080078,8473.969727,273550000,0
219,0.176,0.782,0.042,-0.9949,8474.610352,8522.080078,8376.879883,8448.55957,304050000,0
220,0.227,0.695,0.078,-0.9967,8446.009766,8446.25,8140.720215,8200.139648,355050000,1
221,0.129,0.804,0.067,-0.9738,8196.240234,8286.160156,7995.129883,8212.490234,436660000,1
222,0.211,0.73,0.059,-0.9975,8215.669922,8341.200195,8109.339844,8281.219727,439360000,0
226,0.275,0.673,0.052,-0.9976,8279.629883,8291.980469,7939.930176,7949.089844,419200000,1
227,0.175,0.748,0.076,-0.987,7949.169922,8243.549805,7936.189941,8228.099609,410040000,0
228,0.173,0.761,0.066,-0.9892,8224.429688,8224.830078,7957.140137,8122.799805,420040000,0
229,0.197,0.728,0.074,-0.9897,8108.790039,8152.589844,7909.029785,8077.560059,370510000,1
232,0.186,0.75,0.064,-0.9946,8078.040039,8231.679688,8023.160156,8116.029785,316720000,1
233,0.184,0.75,0.066,-0.9944,8117.390137,8225.790039,8083.140137,8174.72998,247750000,1
234,0.196,0.754,0.049,-0.9925,8175.930176,8405.870117,8175.930176,8375.450195,357940000,0
235,0.099,0.851,0.049,-0.9686,8373.05957,8373.139648,8137.939941,8149.009766,247450000,0
236,0.139,0.801,0.06,-0.9779,8149.009766,8195.759766,7961.919922,8000.859863,303160000,0
239,0.131,0.767,0.102,-0.9136,8000.620117,8000.620117,7867.370117,7936.75,293890000,1
240,0.194,0.718,0.088,-0.9929,7936.990234,8111.569824,7905.52002,8078.359863,313090000,0
241,0.154,0.782,0.064,-0.979,8070.319824,8162.149902,7929.259766,7956.660156,345520000,1
242,0.141,0.741,0.118,-0.9149,7954.830078,8107.830078,7845.310059,8063.069824,390980000,1
243,0.189,0.765,0.046,-0.9961,8056.379883,8312.370117,8052.240234,8280.589844,396380000,0
246,0.18,0.779,0.041,-0.9939,8281.379883,8315.070313,8196.240234,8270.870117,289280000,0
247,0.182,0.746,0.072,-0.9914,8269.360352,8269.44043,7848.740234,7888.879883,449890000,1
248,0.196,0.739,0.064,-0.9973,7887.049805,7983.740234,7852.160156,7939.529785,270280000,1
249,0.145,0.804,0.051,-0.9838,7931.970215,7938.819824,7693.97998,7932.759766,331960000,0
250,0.171,0.793,0.036,-0.994,7933,7970.839844,7840.450195,7850.410156,251960000,0
254,0.196,0.767,0.037,-0.9942,7845.629883,7845.629883,7551.009766,7552.600098,332850000,1
255,0.143,0.793,0.064,-0.9792,7546.350098,7617.759766,7479.970215,7555.629883,268220000,0
256,0.176,0.741,0.083,-0.9798,7555.22998,7614.970215,7447.549805,7465.950195,301480000,0
257,0.181,0.744,0.075,-0.9846,7461.490234,7469.290039,7249.470215,7365.669922,584900000,0
260,0.161,0.77,0.069,-0.9865,7365.990234,7441.02002,7105.939941,7114.779785,406150000,1
261,0.177,0.715,0.109,-0.9867,7115.339844,7378.970215,7114.299805,7350.939941,468010000,0
262,0.21,0.727,0.062,-0.997,7349.580078,7404.939941,7156.680176,7270.890137,450270000,0
263,0.165,0.744,0.091,-0.989,7269.060059,7402.310059,7173.560059,7182.080078,321300000,0
264,0.165,0.794,0.041,-0.9925,7180.970215,7195.459961,7033.620117,7062.930176,667950000,0
267,0.178,0.808,0.015,-0.9946,7056.47998,7058.950195,6755.169922,6763.290039,568670000,0
268,0.136,0.812,0.052,-0.9754,6764.810059,6855.290039,6705.629883,6726.02002,445280000,1
269,0.243,0.703,0.054,-0.997,6726.5,6979.220215,6726.419922,6875.839844,464830000,0
270,0.175,0.788,0.037,-0.9957,6874.009766,6874.009766,6544.100098,6594.439941,509770000,1
271,0.159,0.777,0.065,-0.9895,6595.160156,6755.169922,6469.950195,6626.939941,425170000,0
274,0.149,0.78,0.071,-0.9795,6625.740234,6709.609863,6516.859863,6547.049805,365990000,1
275,0.155,0.791,0.053,-0.9894,6547.009766,6926.490234,6546.609863,6926.490234,640020000,1
276,0.252,0.712,0.036,-0.9965,6923.129883,7015.060059,6867.549805,6930.399902,524430000,1
277,0.208,0.729,0.063,-0.9939,6932.390137,7184.709961,6872.25,7170.060059,488690000,1
278,0.176,0.766,0.058,-0.9924,7167.350098,7242.620117,7105.859863,7223.97998,479010000,0
281,0.134,0.817,0.049,-0.9887,7225.330078,7392.910156,7206.850098,7216.970215,586970000,1
282,0.212,0.74,0.048,-0.9972,7218,7396.810059,7172.049805,7395.700195,391880000,1
283,0.17,0.769,0.061,-0.9901,7395.700195,7571.640137,7257.27002,7486.580078,584110000,0
284,0.167,0.757,0.076,-0.9721,7489.680176,7548.459961,7369.259766,7400.799805,559920000,0
285,0.187,0.779,0.034,-0.9972,7402.310059,7460.930176,7257.830078,7278.379883,672950000,1
288,0.193,0.702,0.105,-0.9935,7279.25,7780.720215,7278.779785,7775.859863,515600000,0
289,0.193,0.754,0.053,-0.996,7773.470215,7796.569824,7646.990234,7659.970215,379670000,1
290,0.245,0.706,0.049,-0.9979,7659.810059,7863.629883,7550.060059,7749.810059,454090000,1
291,0.206,0.711,0.083,-0.9922,7752.359863,7931.330078,7752.279785,7924.560059,397260000,0
292,0.196,0.726,0.078,-0.9928,7922.569824,7922.569824,7735.950195,7776.180176,323650000,0
294,0.107,0.861,0.032,-0.9818,7773.310059,7773.390137,7437.589844,7522.02002,383260000,1
295,0.151,0.786,0.063,-0.9902,7523.77002,7725.359863,7523.450195,7608.919922,399840000,1
296,0.142,0.791,0.067,-0.9765,7606.129883,7789,7483.870117,7761.600098,361340000,1
297,0.203,0.726,0.071,-0.9926,7763.990234,8075.72998,7763.990234,7978.080078,442820000,1
298,0.14,0.809,0.05,-0.992,7980.629883,8019.5,7897.240234,8017.589844,308210000,0
301,0.202,0.752,0.046,-0.9955,8016.160156,8016.160156,7862.200195,7975.850098,247400000,0
302,0.22,0.752,0.028,-0.9981,7968.919922,7969.080078,7762.080078,7789.560059,276920000,1
303,0.135,0.813,0.052,-0.9774,7788.680176,7887.52002,7750.850098,7837.109863,255350000,1
304,0.169,0.793,0.038,-0.9949,7839.890137,8087.279785,7839.890137,8083.379883,462060000,0
308,0.162,0.79,0.049,-0.9881,8082.02002,8113.410156,7963.75,8057.810059,424250000,0
309,0.16,0.795,0.046,-0.9933,8057.410156,8057.410156,7902.259766,7920.180176,513010000,1
310,0.175,0.758,0.068,-0.9879,7914.919922,8041.319824,7870.47998,8029.620117,413280000,1
311,0.181,0.779,0.04,-0.9948,8029.140137,8168.120117,7962.709961,8125.430176,359470000,1
312,0.199,0.718,0.083,-0.9917,8125.430176,8190.660156,8086.879883,8131.330078,537670000,0
315,0.152,0.797,0.051,-0.9917,8128.939941,8128.939941,7840.450195,7841.72998,453660000,1
316,0.185,0.751,0.064,-0.9945,7841.72998,7979.200195,7791.950195,7969.560059,424030000,0
317,0.093,0.863,0.043,-0.9333,7964.779785,8044.830078,7868.009766,7886.569824,387030000,1
318,0.177,0.724,0.099,-0.9911,7886.810059,7979.439941,7804.209961,7957.060059,327240000,1
319,0.179,0.739,0.082,-0.9873,7957.450195,8127.5,7957.450195,8076.290039,402720000,0
322,0.108,0.847,0.045,-0.9675,8073.819824,8122.560059,7987.160156,8025,282990000,0
323,0.199,0.721,0.08,-0.9944,8023.560059,8091.660156,7938.97998,8016.950195,274710000,1
324,0.129,0.803,0.068,-0.9725,8018.310059,8257.570313,8017.910156,8185.72998,300340000,0
325,0.196,0.77,0.034,-0.9951,8188.509766,8307.509766,8136.899902,8168.120117,341400000,1
326,0.15,0.784,0.066,-0.9939,8167.410156,8219.80957,8099.310059,8212.410156,237360000,1
329,0.147,0.776,0.077,-0.9877,8213.599609,8434.860352,8213.599609,8426.740234,354490000,0
330,0.2,0.756,0.045,-0.9956,8425.549805,8458.120117,8362.780273,8410.650391,311490000,1
331,0.195,0.729,0.077,-0.9931,8403.480469,8518.570313,8403,8512.280273,454480000,0
332,0.148,0.801,0.052,-0.9878,8512.280273,8577.19043,8358,8409.849609,476640000,1
333,0.227,0.713,0.06,-0.9979,8410.730469,8587.549805,8410.730469,8574.650391,428420000,0
336,0.121,0.809,0.07,-0.9445,8569.230469,8569.230469,8410.330078,8418.769531,332630000,1
337,0.122,0.803,0.075,-0.9743,8419.169922,8517.459961,8365.650391,8469.110352,334840000,0
338,0.175,0.742,0.083,-0.995,8461.799805,8462.040039,8262.429688,8284.889648,336930000,1
339,0.186,0.739,0.076,-0.988,8285.919922,8376.639648,8273.900391,8331.320313,323800000,0
340,0.093,0.829,0.078,-0.2756,8326.219727,8394.959961,8230.169922,8268.639648,308820000,1
343,0.164,0.779,0.057,-0.9917,8270.150391,8511.879883,8270.150391,8504.080078,288280000,0
344,0.114,0.824,0.062,-0.9713,8502.480469,8538.009766,8463.540039,8474.849609,277710000,0
345,0.242,0.726,0.032,-0.9979,8471.820313,8591.929688,8405.469727,8422.040039,468640000,0
346,0.211,0.747,0.042,-0.9959,8416.070313,8416.150391,8221.009766,8292.129883,302280000,0
347,0.189,0.738,0.072,-0.9956,8292.209961,8364.139648,8257.169922,8277.320313,244190000,1
351,0.104,0.836,0.061,-0.9662,8277.320313,8495.709961,8226.900391,8473.490234,314760000,0
352,0.14,0.783,0.077,-0.9761,8473.650391,8496.589844,8289.349609,8300.019531,285990000,1
353,0.14,0.774,0.086,-0.9772,8300.5,8434.620117,8246.580078,8403.799805,290730000,1
354,0.155,0.785,0.06,-0.9931,8404.040039,8522.950195,8368.519531,8500.330078,361910000,1
357,0.161,0.768,0.071,-0.9877,8501.530273,8760.700195,8501.290039,8721.44043,354830000,1
358,0.083,0.873,0.044,-0.9698,8721.599609,8787.129883,8693.719727,8740.870117,257560000,0
359,0.11,0.82,0.069,-0.9453,8740.070313,8740.389648,8598.379883,8675.240234,252160000,1
360,0.111,0.803,0.085,-0.7754,8675.280273,8751.25,8634.570313,8750.240234,237800000,1
361,0.095,0.824,0.081,-0.2278,8751.75,8839.400391,8700.410156,8763.129883,254970000,1
364,0.174,0.754,0.073,-0.9902,8759.349609,8823.969727,8633.070313,8764.490234,189630000,0
365,0.257,0.709,0.035,-0.9974,8764.830078,8803.259766,8725.120117,8763.05957,187930000,0
366,0.174,0.767,0.058,-0.9963,8763.660156,8834.929688,8639.950195,8739.019531,219920000,1
367,0.154,0.733,0.113,-0.9706,8736.230469,8877.929688,8736.230469,8770.919922,249900000,1
368,0.16,0.763,0.077,-0.983,8770.009766,8805.530273,8716.730469,8799.259766,164020000,0
371,0.176,0.781,0.043,-0.9973,8798.5,8798.5,8577.900391,8612.129883,230220000,0
372,0.166,0.744,0.09,-0.9736,8612.44043,8643.650391,8499.379883,8504.669922,240690000,0
373,0.157,0.786,0.058,-0.9916,8504.360352,8563.009766,8461.290039,8497.179688,237870000,1
374,0.148,0.776,0.076,-0.9925,8496.730469,8590.519531,8475.120117,8555.599609,220050000,0
375,0.212,0.701,0.087,-0.9958,8556.959961,8616.589844,8496.730469,8539.730469,528710000,0
378,0.117,0.784,0.099,-0.9397,8538.519531,8538.830078,8334.549805,8339.009766,291240000,0
379,0.245,0.689,0.066,-0.9967,8340.44043,8370.900391,8286.410156,8322.910156,237150000,0
380,0.186,0.753,0.061,-0.9957,8323.509766,8428.410156,8259.879883,8299.860352,189430000,1
381,0.136,0.775,0.089,-0.9741,8299.25,8490.459961,8259.429688,8472.400391,222540000,0
382,0.181,0.779,0.04,-0.9945,8468.540039,8468.769531,8401.360352,8438.389648,307640000,1
385,0.145,0.827,0.028,-0.9926,8440.129883,8533.230469,8429.089844,8529.379883,216480000,0
386,0.159,0.72,0.121,-0.9504,8528.929688,8560.44043,8393.950195,8447,233340000,1
387,0.118,0.838,0.044,-0.9818,8447.530273,8580.469727,8447.530273,8504.05957,184600000,0
388,0.163,0.767,0.07,-0.9818,8503,8503.230469,8280.740234,8280.740234,157800000,1
392,0.277,0.685,0.038,-0.998,8280.740234,8327.969727,8205.990234,8324.870117,206900000,0
393,0.198,0.738,0.064,-0.9953,8324.950195,8326.30957,8154.379883,8163.600098,210880000,1
394,0.199,0.736,0.065,-0.9977,8163.600098,8219.519531,8087.189941,8178.410156,325250000,1
395,0.153,0.807,0.04,-0.9869,8179.009766,8228.669922,8145.310059,8183.169922,192660000,0
396,0.215,0.736,0.049,-0.9969,8182.490234,8183.850098,8093.310059,8146.52002,174260000,1
399,0.141,0.815,0.044,-0.9921,8146.52002,8331.679688,8130.419922,8331.679688,253520000,1
400,0.254,0.697,0.048,-0.9982,8331.370117,8361.230469,8285.200195,8359.490234,189170000,1
401,0.279,0.671,0.049,-0.9987,8363.950195,8628.230469,8363.950195,8616.209961,305000000,1
402,0.142,0.798,0.06,-0.983,8612.660156,8739.549805,8584.400391,8711.820313,216580000,1
403,0.207,0.722,0.07,-0.9953,8711.889648,8754.290039,8674.410156,8743.94043,301410000,1
406,0.173,0.725,0.102,-0.988,8746.049805,8854.799805,8745.900391,8848.150391,213730000,1
