,Open,Close,High,Low,Volume,neg,neu,pos,compound,label
31,3.095714,3.096429,3.1125,3.074286,927813600,0.063,0.887,0.05,-0.2592,1
32,3.111071,3.080357,3.160714,3.0725,905973600,0,0.89,0.11,0.9268,0
33,3.111071,3.049286,3.120357,3.035357,986874000,0,0.932,0.068,0.6187,0
34,3.082143,3.069286,3.094643,3.054643,901664400,0.107,0.787,0.107,0,0
35,3.086786,3.055357,3.088928,3.044643,577970400,0.069,0.804,0.127,0.9473,1
36,3.030714,3.061786,3.071429,3.0125,856069200,0.028,0.931,0.04,0.25,0
37,3.079643,3.026428,3.081071,3.026428,664342000,0.022,0.905,0.073,0.9152,1
38,3.004286,3.026786,3.044643,2.989286,621530000,0.083,0.846,0.071,-0.4235,0
39,3.010714,2.997857,3.043929,2.997857,578852400,0.068,0.84,0.092,0.8481,1
40,3.017143,3.076786,3.085,2.983929,1066825200,0.03,0.941,0.029,-0.2681,1
